file name,FFT_1
date,2020-Jun-23 17:02:11.404002
desc,
note,
ch_name,Ch2
ch_type,Overall
x_unit,
y_unit,g
unit,g
db_ref,1.000000e+000
detection,rms
data
record,rpm,value,value(dB),time,alarm,note
353,0.000000e+000,1.797349e-002,-3.490735e+001,2020-06-23T17:02:29.803000,Normal,
354,0.000000e+000,1.818032e-002,-3.480797e+001,2020-06-23T17:02:29.853000,Normal,
355,0.000000e+000,1.818032e-002,-3.480797e+001,2020-06-23T17:02:29.904000,Normal,
356,0.000000e+000,1.831352e-002,-3.474456e+001,2020-06-23T17:02:29.953000,Normal,
357,0.000000e+000,1.831352e-002,-3.474456e+001,2020-06-23T17:02:30.004000,Normal,
358,0.000000e+000,1.830558e-002,-3.474833e+001,2020-06-23T17:02:30.053000,Normal,
359,0.000000e+000,1.830558e-002,-3.474833e+001,2020-06-23T17:02:30.104000,Normal,
360,0.000000e+000,1.821411e-002,-3.479184e+001,2020-06-23T17:02:30.153000,Normal,
361,0.000000e+000,1.821411e-002,-3.479184e+001,2020-06-23T17:02:30.204000,Normal,
362,0.000000e+000,1.814723e-002,-3.482379e+001,2020-06-23T17:02:30.254000,Normal,
363,0.000000e+000,1.814723e-002,-3.482379e+001,2020-06-23T17:02:30.304000,Normal,
364,0.000000e+000,1.817138e-002,-3.481224e+001,2020-06-23T17:02:30.354000,Normal,
365,0.000000e+000,1.817138e-002,-3.481224e+001,2020-06-23T17:02:30.403000,Normal,
366,0.000000e+000,1.826603e-002,-3.476712e+001,2020-06-23T17:02:30.454000,Normal,
367,0.000000e+000,1.826603e-002,-3.476712e+001,2020-06-23T17:02:30.503000,Normal,
368,0.000000e+000,1.840374e-002,-3.470188e+001,2020-06-23T17:02:30.554000,Normal,
369,0.000000e+000,1.840374e-002,-3.470188e+001,2020-06-23T17:02:30.604000,Normal,
370,0.000000e+000,2.250840e-002,-3.295311e+001,2020-06-23T17:02:30.654000,Normal,
371,0.000000e+000,2.250840e-002,-3.295311e+001,2020-06-23T17:02:30.704000,Normal,
372,0.000000e+000,3.639207e-002,-2.877987e+001,2020-06-23T17:02:30.753000,Normal,
373,0.000000e+000,3.639207e-002,-2.877987e+001,2020-06-23T17:02:30.804000,Normal,
374,0.000000e+000,5.209159e-002,-2.566465e+001,2020-06-23T17:02:30.853000,Normal,
375,0.000000e+000,5.209159e-002,-2.566465e+001,2020-06-23T17:02:30.904000,Normal,
376,0.000000e+000,6.039099e-002,-2.438056e+001,2020-06-23T17:02:30.954000,Normal,
377,0.000000e+000,6.039099e-002,-2.438056e+001,2020-06-23T17:02:31.004000,Normal,
378,0.000000e+000,5.853013e-002,-2.465241e+001,2020-06-23T17:02:31.054000,Normal,
379,0.000000e+000,5.853013e-002,-2.465241e+001,2020-06-23T17:02:31.104000,Normal,
380,0.000000e+000,5.073486e-002,-2.589387e+001,2020-06-23T17:02:31.154000,Normal,
381,0.000000e+000,5.073486e-002,-2.589387e+001,2020-06-23T17:02:31.204000,Normal,
382,0.000000e+000,4.348620e-002,-2.723297e+001,2020-06-23T17:02:31.254000,Normal,
383,0.000000e+000,4.348620e-002,-2.723297e+001,2020-06-23T17:02:31.304000,Normal,
384,0.000000e+000,3.907468e-002,-2.816209e+001,2020-06-23T17:02:31.354000,Normal,
385,0.000000e+000,3.907468e-002,-2.816209e+001,2020-06-23T17:02:31.404000,Normal,
386,0.000000e+000,3.815001e-002,-2.837011e+001,2020-06-23T17:02:31.454000,Normal,
387,0.000000e+000,3.815001e-002,-2.837011e+001,2020-06-23T17:02:31.504000,Normal,
388,0.000000e+000,4.123140e-002,-2.769544e+001,2020-06-23T17:02:31.554000,Normal,
389,0.000000e+000,4.123140e-002,-2.769544e+001,2020-06-23T17:02:31.604000,Normal,
390,0.000000e+000,4.703328e-002,-2.655189e+001,2020-06-23T17:02:31.654000,Normal,
391,0.000000e+000,4.703328e-002,-2.655189e+001,2020-06-23T17:02:31.704000,Normal,
392,0.000000e+000,5.343142e-002,-2.544407e+001,2020-06-23T17:02:31.754000,Normal,
393,0.000000e+000,5.343142e-002,-2.544407e+001,2020-06-23T17:02:31.804000,Normal,
394,0.000000e+000,5.887655e-002,-2.460115e+001,2020-06-23T17:02:31.854000,Normal,
395,0.000000e+000,5.887655e-002,-2.460115e+001,2020-06-23T17:02:31.904000,Normal,
396,0.000000e+000,6.593333e-002,-2.361790e+001,2020-06-23T17:02:31.954000,Normal,
397,0.000000e+000,6.593333e-002,-2.361790e+001,2020-06-23T17:02:32.003000,Normal,
398,0.000000e+000,7.706433e-002,-2.226293e+001,2020-06-23T17:02:32.053000,Normal,
399,0.000000e+000,7.706433e-002,-2.226293e+001,2020-06-23T17:02:32.104000,Normal,
400,0.000000e+000,8.748616e-002,-2.116121e+001,2020-06-23T17:02:32.153000,Normal,
401,0.000000e+000,8.748616e-002,-2.116121e+001,2020-06-23T17:02:32.204000,Normal,
402,0.000000e+000,9.263268e-002,-2.066472e+001,2020-06-23T17:02:32.253000,Normal,
403,0.000000e+000,9.263268e-002,-2.066472e+001,2020-06-23T17:02:32.304000,Normal,
404,0.000000e+000,9.565354e-002,-2.038598e+001,2020-06-23T17:02:32.353000,Normal,
405,0.000000e+000,9.565354e-002,-2.038598e+001,2020-06-23T17:02:32.403000,Normal,
406,0.000000e+000,1.029269e-001,-1.974942e+001,2020-06-23T17:02:32.454000,Normal,
407,0.000000e+000,1.029269e-001,-1.974942e+001,2020-06-23T17:02:32.503000,Normal,
408,0.000000e+000,1.141295e-001,-1.885204e+001,2020-06-23T17:02:32.554000,Normal,
409,0.000000e+000,1.141295e-001,-1.885204e+001,2020-06-23T17:02:32.603000,Normal,
410,0.000000e+000,1.274112e-001,-1.789585e+001,2020-06-23T17:02:32.654000,Normal,
411,0.000000e+000,1.274112e-001,-1.789585e+001,2020-06-23T17:02:32.703000,Normal,
412,0.000000e+000,1.385850e-001,-1.716568e+001,2020-06-23T17:02:32.753000,Normal,
413,0.000000e+000,1.385850e-001,-1.716568e+001,2020-06-23T17:02:32.804000,Normal,
414,0.000000e+000,1.401391e-001,-1.706882e+001,2020-06-23T17:02:32.853000,Normal,
415,0.000000e+000,1.401391e-001,-1.706882e+001,2020-06-23T17:02:32.904000,Normal,
416,0.000000e+000,1.313049e-001,-1.763438e+001,2020-06-23T17:02:32.953000,Normal,
417,0.000000e+000,1.313049e-001,-1.763438e+001,2020-06-23T17:02:33.004000,Normal,
418,0.000000e+000,1.223980e-001,-1.824451e+001,2020-06-23T17:02:33.053000,Normal,
419,0.000000e+000,1.223980e-001,-1.824451e+001,2020-06-23T17:02:33.104000,Normal,
420,0.000000e+000,1.235002e-001,-1.816664e+001,2020-06-23T17:02:33.154000,Normal,
421,0.000000e+000,1.235002e-001,-1.816664e+001,2020-06-23T17:02:33.204000,Normal,
422,0.000000e+000,1.320656e-001,-1.758420e+001,2020-06-23T17:02:33.254000,Normal,
423,0.000000e+000,1.320656e-001,-1.758420e+001,2020-06-23T17:02:33.304000,Normal,
424,0.000000e+000,1.435605e-001,-1.685930e+001,2020-06-23T17:02:33.354000,Normal,
425,0.000000e+000,1.435605e-001,-1.685930e+001,2020-06-23T17:02:33.403000,Normal,
426,0.000000e+000,1.582088e-001,-1.601539e+001,2020-06-23T17:02:33.454000,Normal,
427,0.000000e+000,1.582088e-001,-1.601539e+001,2020-06-23T17:02:33.504000,Normal,
428,0.000000e+000,1.774681e-001,-1.501759e+001,2020-06-23T17:02:33.554000,Normal,
429,0.000000e+000,1.774681e-001,-1.501759e+001,2020-06-23T17:02:33.604000,Normal,
430,0.000000e+000,1.962588e-001,-1.414342e+001,2020-06-23T17:02:33.654000,Normal,
431,0.000000e+000,1.962588e-001,-1.414342e+001,2020-06-23T17:02:33.704000,Normal,
432,0.000000e+000,2.044768e-001,-1.378712e+001,2020-06-23T17:02:33.753000,Normal,
433,0.000000e+000,2.044768e-001,-1.378712e+001,2020-06-23T17:02:33.804000,Normal,
434,0.000000e+000,2.016568e-001,-1.390774e+001,2020-06-23T17:02:33.853000,Normal,
435,0.000000e+000,2.016568e-001,-1.390774e+001,2020-06-23T17:02:33.904000,Normal,
436,0.000000e+000,2.014068e-001,-1.391852e+001,2020-06-23T17:02:33.954000,Normal,
437,0.000000e+000,2.014068e-001,-1.391852e+001,2020-06-23T17:02:34.003000,Normal,
438,0.000000e+000,2.121500e-001,-1.346714e+001,2020-06-23T17:02:34.053000,Normal,
439,0.000000e+000,2.121500e-001,-1.346714e+001,2020-06-23T17:02:34.103000,Normal,
440,0.000000e+000,2.240812e-001,-1.299189e+001,2020-06-23T17:02:34.153000,Normal,
441,0.000000e+000,2.240812e-001,-1.299189e+001,2020-06-23T17:02:34.203000,Normal,
442,0.000000e+000,2.333232e-001,-1.264084e+001,2020-06-23T17:02:34.253000,Normal,
443,0.000000e+000,2.333232e-001,-1.264084e+001,2020-06-23T17:02:34.304000,Normal,
444,0.000000e+000,2.507836e-001,-1.201402e+001,2020-06-23T17:02:34.353000,Normal,
445,0.000000e+000,2.507836e-001,-1.201402e+001,2020-06-23T17:02:34.403000,Normal,
446,0.000000e+000,2.764153e-001,-1.116876e+001,2020-06-23T17:02:34.453000,Normal,
447,0.000000e+000,2.764153e-001,-1.116876e+001,2020-06-23T17:02:34.503000,Normal,
448,0.000000e+000,3.002210e-001,-1.045118e+001,2020-06-23T17:02:34.553000,Normal,
449,0.000000e+000,3.002210e-001,-1.045118e+001,2020-06-23T17:02:34.603000,Normal,
450,0.000000e+000,3.208647e-001,-9.873560e+000,2020-06-23T17:02:34.654000,Normal,
451,0.000000e+000,3.208647e-001,-9.873560e+000,2020-06-23T17:02:34.703000,Normal,
452,0.000000e+000,3.370957e-001,-9.444936e+000,2020-06-23T17:02:34.753000,Normal,
453,0.000000e+000,3.370957e-001,-9.444936e+000,2020-06-23T17:02:34.803000,Normal,
454,0.000000e+000,3.374959e-001,-9.434629e+000,2020-06-23T17:02:34.853000,Normal,
455,0.000000e+000,3.374959e-001,-9.434629e+000,2020-06-23T17:02:34.903000,Normal,
456,0.000000e+000,3.159864e-001,-1.000663e+001,2020-06-23T17:02:34.953000,Normal,
457,0.000000e+000,3.159864e-001,-1.000663e+001,2020-06-23T17:02:35.004000,Normal,
458,0.000000e+000,2.854824e-001,-1.088841e+001,2020-06-23T17:02:35.053000,Normal,
459,0.000000e+000,2.854824e-001,-1.088841e+001,2020-06-23T17:02:35.104000,Normal,
460,0.000000e+000,2.699130e-001,-1.137552e+001,2020-06-23T17:02:35.153000,Normal,
461,0.000000e+000,2.699130e-001,-1.137552e+001,2020-06-23T17:02:35.204000,Normal,
462,0.000000e+000,2.812295e-001,-1.101878e+001,2020-06-23T17:02:35.253000,Normal,
463,0.000000e+000,2.812295e-001,-1.101878e+001,2020-06-23T17:02:35.304000,Normal,
464,0.000000e+000,3.033419e-001,-1.036135e+001,2020-06-23T17:02:35.354000,Normal,
465,0.000000e+000,3.033419e-001,-1.036135e+001,2020-06-23T17:02:35.403000,Normal,
466,0.000000e+000,3.173093e-001,-9.970344e+000,2020-06-23T17:02:35.454000,Normal,
467,0.000000e+000,3.173093e-001,-9.970344e+000,2020-06-23T17:02:35.503000,Normal,
468,0.000000e+000,3.220286e-001,-9.842112e+000,2020-06-23T17:02:35.554000,Normal,
469,0.000000e+000,3.220286e-001,-9.842112e+000,2020-06-23T17:02:35.603000,Normal,
470,0.000000e+000,3.194085e-001,-9.913071e+000,2020-06-23T17:02:35.654000,Normal,
471,0.000000e+000,3.194085e-001,-9.913071e+000,2020-06-23T17:02:35.704000,Normal,
472,0.000000e+000,3.079080e-001,-1.023158e+001,2020-06-23T17:02:35.753000,Normal,
473,0.000000e+000,3.079080e-001,-1.023158e+001,2020-06-23T17:02:35.804000,Normal,
474,0.000000e+000,2.974589e-001,-1.053146e+001,2020-06-23T17:02:35.853000,Normal,
475,0.000000e+000,2.974589e-001,-1.053146e+001,2020-06-23T17:02:35.904000,Normal,
476,0.000000e+000,3.074171e-001,-1.024544e+001,2020-06-23T17:02:35.953000,Normal,
477,0.000000e+000,3.074171e-001,-1.024544e+001,2020-06-23T17:02:36.004000,Normal,
478,0.000000e+000,3.359982e-001,-9.473261e+000,2020-06-23T17:02:36.054000,Normal,
479,0.000000e+000,3.359982e-001,-9.473261e+000,2020-06-23T17:02:36.104000,Normal,
480,0.000000e+000,3.619184e-001,-8.827786e+000,2020-06-23T17:02:36.154000,Normal,
481,0.000000e+000,3.619184e-001,-8.827786e+000,2020-06-23T17:02:36.204000,Normal,
482,0.000000e+000,3.708823e-001,-8.615277e+000,2020-06-23T17:02:36.254000,Normal,
483,0.000000e+000,3.708823e-001,-8.615277e+000,2020-06-23T17:02:36.304000,Normal,
484,0.000000e+000,3.652174e-001,-8.748971e+000,2020-06-23T17:02:36.354000,Normal,
485,0.000000e+000,3.652174e-001,-8.748971e+000,2020-06-23T17:02:36.403000,Normal,
486,0.000000e+000,3.605233e-001,-8.861332e+000,2020-06-23T17:02:36.454000,Normal,
487,0.000000e+000,3.605233e-001,-8.861332e+000,2020-06-23T17:02:36.504000,Normal,
488,0.000000e+000,3.664502e-001,-8.719700e+000,2020-06-23T17:02:36.554000,Normal,
489,0.000000e+000,3.664502e-001,-8.719700e+000,2020-06-23T17:02:36.604000,Normal,
490,0.000000e+000,3.755455e-001,-8.506748e+000,2020-06-23T17:02:36.654000,Normal,
491,0.000000e+000,3.755455e-001,-8.506748e+000,2020-06-23T17:02:36.704000,Normal,
492,0.000000e+000,3.774862e-001,-8.461978e+000,2020-06-23T17:02:36.753000,Normal,
493,0.000000e+000,3.774862e-001,-8.461978e+000,2020-06-23T17:02:36.804000,Normal,
494,0.000000e+000,3.736624e-001,-8.550412e+000,2020-06-23T17:02:36.854000,Normal,
495,0.000000e+000,3.736624e-001,-8.550412e+000,2020-06-23T17:02:36.904000,Normal,
496,0.000000e+000,3.699687e-001,-8.636699e+000,2020-06-23T17:02:36.954000,Normal,
497,0.000000e+000,3.699687e-001,-8.636699e+000,2020-06-23T17:02:37.003000,Normal,
498,0.000000e+000,3.672279e-001,-8.701287e+000,2020-06-23T17:02:37.053000,Normal,
499,0.000000e+000,3.672279e-001,-8.701287e+000,2020-06-23T17:02:37.103000,Normal,
500,0.000000e+000,3.646440e-001,-8.762619e+000,2020-06-23T17:02:37.153000,Normal,
501,0.000000e+000,3.646440e-001,-8.762619e+000,2020-06-23T17:02:37.204000,Normal,
502,0.000000e+000,3.646567e-001,-8.762316e+000,2020-06-23T17:02:37.253000,Normal,
503,0.000000e+000,3.646567e-001,-8.762316e+000,2020-06-23T17:02:37.304000,Normal,
504,0.000000e+000,3.672009e-001,-8.701925e+000,2020-06-23T17:02:37.353000,Normal,
505,0.000000e+000,3.672009e-001,-8.701925e+000,2020-06-23T17:02:37.403000,Normal,
506,0.000000e+000,3.687191e-001,-8.666088e+000,2020-06-23T17:02:37.453000,Normal,
507,0.000000e+000,3.687191e-001,-8.666088e+000,2020-06-23T17:02:37.503000,Normal,
508,0.000000e+000,3.694659e-001,-8.648513e+000,2020-06-23T17:02:37.554000,Normal,
509,0.000000e+000,3.694659e-001,-8.648513e+000,2020-06-23T17:02:37.603000,Normal,
510,0.000000e+000,3.702812e-001,-8.629366e+000,2020-06-23T17:02:37.654000,Normal,
511,0.000000e+000,3.702812e-001,-8.629366e+000,2020-06-23T17:02:37.703000,Normal,
512,0.000000e+000,3.704443e-001,-8.625541e+000,2020-06-23T17:02:37.753000,Normal,
513,0.000000e+000,3.704443e-001,-8.625541e+000,2020-06-23T17:02:37.803000,Normal,
514,0.000000e+000,3.706188e-001,-8.621451e+000,2020-06-23T17:02:37.853000,Normal,
515,0.000000e+000,3.706188e-001,-8.621451e+000,2020-06-23T17:02:37.904000,Normal,
516,0.000000e+000,3.711875e-001,-8.608133e+000,2020-06-23T17:02:37.953000,Normal,
517,0.000000e+000,3.711875e-001,-8.608133e+000,2020-06-23T17:02:38.004000,Normal,
518,0.000000e+000,3.710628e-001,-8.611051e+000,2020-06-23T17:02:38.053000,Normal,
519,0.000000e+000,3.710628e-001,-8.611051e+000,2020-06-23T17:02:38.104000,Normal,
520,0.000000e+000,3.716496e-001,-8.597326e+000,2020-06-23T17:02:38.153000,Normal,
521,0.000000e+000,3.716496e-001,-8.597326e+000,2020-06-23T17:02:38.204000,Normal,
522,0.000000e+000,3.744057e-001,-8.533151e+000,2020-06-23T17:02:38.254000,Normal,
523,0.000000e+000,3.744057e-001,-8.533151e+000,2020-06-23T17:02:38.304000,Normal,
524,0.000000e+000,3.774349e-001,-8.463158e+000,2020-06-23T17:02:38.354000,Normal,
525,0.000000e+000,3.774349e-001,-8.463158e+000,2020-06-23T17:02:38.403000,Normal,
526,0.000000e+000,3.784492e-001,-8.439849e+000,2020-06-23T17:02:38.454000,Normal,
527,0.000000e+000,3.784492e-001,-8.439849e+000,2020-06-23T17:02:38.503000,Normal,
528,0.000000e+000,3.775378e-001,-8.460792e+000,2020-06-23T17:02:38.554000,Normal,
529,0.000000e+000,3.775378e-001,-8.460792e+000,2020-06-23T17:02:38.604000,Normal,
530,0.000000e+000,3.773881e-001,-8.464236e+000,2020-06-23T17:02:38.654000,Normal,
531,0.000000e+000,3.773881e-001,-8.464236e+000,2020-06-23T17:02:38.704000,Normal,
532,0.000000e+000,3.792864e-001,-8.420656e+000,2020-06-23T17:02:38.753000,Normal,
533,0.000000e+000,3.792864e-001,-8.420656e+000,2020-06-23T17:02:38.804000,Normal,
534,0.000000e+000,3.791113e-001,-8.424666e+000,2020-06-23T17:02:38.853000,Normal,
535,0.000000e+000,3.791113e-001,-8.424666e+000,2020-06-23T17:02:38.904000,Normal,
536,0.000000e+000,3.754954e-001,-8.507909e+000,2020-06-23T17:02:38.953000,Normal,
537,0.000000e+000,3.754954e-001,-8.507909e+000,2020-06-23T17:02:39.004000,Normal,
538,0.000000e+000,3.754481e-001,-8.509003e+000,2020-06-23T17:02:39.054000,Normal,
539,0.000000e+000,3.754481e-001,-8.509003e+000,2020-06-23T17:02:39.104000,Normal,
540,0.000000e+000,3.800774e-001,-8.402559e+000,2020-06-23T17:02:39.154000,Normal,
541,0.000000e+000,3.800774e-001,-8.402559e+000,2020-06-23T17:02:39.204000,Normal,
542,0.000000e+000,3.816141e-001,-8.367512e+000,2020-06-23T17:02:39.254000,Normal,
543,0.000000e+000,3.816141e-001,-8.367512e+000,2020-06-23T17:02:39.304000,Normal,
544,0.000000e+000,3.794776e-001,-8.416277e+000,2020-06-23T17:02:39.354000,Normal,
545,0.000000e+000,3.794776e-001,-8.416277e+000,2020-06-23T17:02:39.404000,Normal,
546,0.000000e+000,3.784802e-001,-8.439138e+000,2020-06-23T17:02:39.454000,Normal,
547,0.000000e+000,3.784802e-001,-8.439138e+000,2020-06-23T17:02:39.504000,Normal,
548,0.000000e+000,3.788585e-001,-8.430460e+000,2020-06-23T17:02:39.554000,Normal,
549,0.000000e+000,3.788585e-001,-8.430460e+000,2020-06-23T17:02:39.604000,Normal,
550,0.000000e+000,3.804646e-001,-8.393714e+000,2020-06-23T17:02:39.654000,Normal,
551,0.000000e+000,3.804646e-001,-8.393714e+000,2020-06-23T17:02:39.704000,Normal,
552,0.000000e+000,3.826602e-001,-8.343733e+000,2020-06-23T17:02:39.754000,Normal,
553,0.000000e+000,3.826602e-001,-8.343733e+000,2020-06-23T17:02:39.804000,Normal,
554,0.000000e+000,3.811940e-001,-8.377080e+000,2020-06-23T17:02:39.854000,Normal,
555,0.000000e+000,3.811940e-001,-8.377080e+000,2020-06-23T17:02:39.904000,Normal,
556,0.000000e+000,3.752185e-001,-8.514314e+000,2020-06-23T17:02:39.954000,Normal,
557,0.000000e+000,3.752185e-001,-8.514314e+000,2020-06-23T17:02:40.003000,Normal,
558,0.000000e+000,3.706735e-001,-8.620170e+000,2020-06-23T17:02:40.053000,Normal,
559,0.000000e+000,3.706735e-001,-8.620170e+000,2020-06-23T17:02:40.104000,Normal,
560,0.000000e+000,3.716605e-001,-8.597071e+000,2020-06-23T17:02:40.153000,Normal,
561,0.000000e+000,3.716605e-001,-8.597071e+000,2020-06-23T17:02:40.204000,Normal,
562,0.000000e+000,3.768309e-001,-8.477069e+000,2020-06-23T17:02:40.253000,Normal,
563,0.000000e+000,3.768309e-001,-8.477069e+000,2020-06-23T17:02:40.304000,Normal,
564,0.000000e+000,3.825794e-001,-8.345569e+000,2020-06-23T17:02:40.353000,Normal,
565,0.000000e+000,3.825794e-001,-8.345569e+000,2020-06-23T17:02:40.403000,Normal,
566,0.000000e+000,3.854688e-001,-8.280215e+000,2020-06-23T17:02:40.454000,Normal,
567,0.000000e+000,3.854688e-001,-8.280215e+000,2020-06-23T17:02:40.503000,Normal,
568,0.000000e+000,3.844745e-001,-8.302649e+000,2020-06-23T17:02:40.554000,Normal,
569,0.000000e+000,3.844745e-001,-8.302649e+000,2020-06-23T17:02:40.603000,Normal,
570,0.000000e+000,3.825880e-001,-8.345374e+000,2020-06-23T17:02:40.654000,Normal,
571,0.000000e+000,3.825880e-001,-8.345374e+000,2020-06-23T17:02:40.703000,Normal,
572,0.000000e+000,3.818638e-001,-8.361830e+000,2020-06-23T17:02:40.753000,Normal,
573,0.000000e+000,3.818638e-001,-8.361830e+000,2020-06-23T17:02:40.804000,Normal,
574,0.000000e+000,3.825350e-001,-8.346577e+000,2020-06-23T17:02:40.853000,Normal,
575,0.000000e+000,3.825350e-001,-8.346577e+000,2020-06-23T17:02:40.904000,Normal,
576,0.000000e+000,3.847608e-001,-8.296183e+000,2020-06-23T17:02:40.953000,Normal,
577,0.000000e+000,3.847608e-001,-8.296183e+000,2020-06-23T17:02:41.004000,Normal,
578,0.000000e+000,3.876111e-001,-8.232076e+000,2020-06-23T17:02:41.053000,Normal,
579,0.000000e+000,3.876111e-001,-8.232076e+000,2020-06-23T17:02:41.104000,Normal,
580,0.000000e+000,3.889463e-001,-8.202206e+000,2020-06-23T17:02:41.154000,Normal,
581,0.000000e+000,3.889463e-001,-8.202206e+000,2020-06-23T17:02:41.204000,Normal,
582,0.000000e+000,3.872311e-001,-8.240596e+000,2020-06-23T17:02:41.254000,Normal,
583,0.000000e+000,3.872311e-001,-8.240596e+000,2020-06-23T17:02:41.304000,Normal,
584,0.000000e+000,3.859206e-001,-8.270042e+000,2020-06-23T17:02:41.354000,Normal,
585,0.000000e+000,3.859206e-001,-8.270042e+000,2020-06-23T17:02:41.403000,Normal,
586,0.000000e+000,3.891484e-001,-8.197694e+000,2020-06-23T17:02:41.454000,Normal,
587,0.000000e+000,3.891484e-001,-8.197694e+000,2020-06-23T17:02:41.503000,Normal,
588,0.000000e+000,3.945613e-001,-8.077710e+000,2020-06-23T17:02:41.554000,Normal,
589,0.000000e+000,3.945613e-001,-8.077710e+000,2020-06-23T17:02:41.604000,Normal,
590,0.000000e+000,3.949825e-001,-8.068442e+000,2020-06-23T17:02:41.654000,Normal,
591,0.000000e+000,3.949825e-001,-8.068442e+000,2020-06-23T17:02:41.704000,Normal,
592,0.000000e+000,3.894981e-001,-8.189893e+000,2020-06-23T17:02:41.753000,Normal,
593,0.000000e+000,3.894981e-001,-8.189893e+000,2020-06-23T17:02:41.804000,Normal,
594,0.000000e+000,3.840565e-001,-8.312098e+000,2020-06-23T17:02:41.853000,Normal,
595,0.000000e+000,3.840565e-001,-8.312098e+000,2020-06-23T17:02:41.904000,Normal,
596,0.000000e+000,3.818198e-001,-8.362832e+000,2020-06-23T17:02:41.954000,Normal,
597,0.000000e+000,3.818198e-001,-8.362832e+000,2020-06-23T17:02:42.003000,Normal,
598,0.000000e+000,3.821779e-001,-8.354688e+000,2020-06-23T17:02:42.053000,Normal,
599,0.000000e+000,3.821779e-001,-8.354688e+000,2020-06-23T17:02:42.103000,Normal,
600,0.000000e+000,3.839173e-001,-8.315246e+000,2020-06-23T17:02:42.153000,Normal,
601,0.000000e+000,3.839173e-001,-8.315246e+000,2020-06-23T17:02:42.203000,Normal,
602,0.000000e+000,3.840389e-001,-8.312495e+000,2020-06-23T17:02:42.253000,Normal,
603,0.000000e+000,3.840389e-001,-8.312495e+000,2020-06-23T17:02:42.304000,Normal,
604,0.000000e+000,3.810154e-001,-8.381150e+000,2020-06-23T17:02:42.353000,Normal,
605,0.000000e+000,3.810154e-001,-8.381150e+000,2020-06-23T17:02:42.403000,Normal,
606,0.000000e+000,3.778458e-001,-8.453709e+000,2020-06-23T17:02:42.453000,Normal,
607,0.000000e+000,3.778458e-001,-8.453709e+000,2020-06-23T17:02:42.503000,Normal,
608,0.000000e+000,3.764946e-001,-8.484826e+000,2020-06-23T17:02:42.553000,Normal,
609,0.000000e+000,3.764946e-001,-8.484826e+000,2020-06-23T17:02:42.603000,Normal,
610,0.000000e+000,3.762528e-001,-8.490406e+000,2020-06-23T17:02:42.654000,Normal,
611,0.000000e+000,3.762528e-001,-8.490406e+000,2020-06-23T17:02:42.703000,Normal,
612,0.000000e+000,3.764491e-001,-8.485874e+000,2020-06-23T17:02:42.753000,Normal,
613,0.000000e+000,3.764491e-001,-8.485874e+000,2020-06-23T17:02:42.803000,Normal,
614,0.000000e+000,3.753508e-001,-8.511254e+000,2020-06-23T17:02:42.853000,Normal,
615,0.000000e+000,3.753508e-001,-8.511254e+000,2020-06-23T17:02:42.903000,Normal,
616,0.000000e+000,3.727182e-001,-8.572389e+000,2020-06-23T17:02:42.953000,Normal,
617,0.000000e+000,3.727182e-001,-8.572389e+000,2020-06-23T17:02:43.004000,Normal,
618,0.000000e+000,3.717418e-001,-8.595172e+000,2020-06-23T17:02:43.053000,Normal,
619,0.000000e+000,3.717418e-001,-8.595172e+000,2020-06-23T17:02:43.104000,Normal,
620,0.000000e+000,3.740070e-001,-8.542406e+000,2020-06-23T17:02:43.153000,Normal,
621,0.000000e+000,3.740070e-001,-8.542406e+000,2020-06-23T17:02:43.204000,Normal,
622,0.000000e+000,3.785856e-001,-8.436719e+000,2020-06-23T17:02:43.253000,Normal,
623,0.000000e+000,3.785856e-001,-8.436719e+000,2020-06-23T17:02:43.304000,Normal,
624,0.000000e+000,3.842314e-001,-8.308143e+000,2020-06-23T17:02:43.354000,Normal,
625,0.000000e+000,3.842314e-001,-8.308143e+000,2020-06-23T17:02:43.403000,Normal,
626,0.000000e+000,3.877941e-001,-8.227977e+000,2020-06-23T17:02:43.454000,Normal,
627,0.000000e+000,3.877941e-001,-8.227977e+000,2020-06-23T17:02:43.503000,Normal,
628,0.000000e+000,3.879279e-001,-8.224979e+000,2020-06-23T17:02:43.554000,Normal,
629,0.000000e+000,3.879279e-001,-8.224979e+000,2020-06-23T17:02:43.603000,Normal,
630,0.000000e+000,3.866060e-001,-8.254629e+000,2020-06-23T17:02:43.654000,Normal,
631,0.000000e+000,3.866060e-001,-8.254629e+000,2020-06-23T17:02:43.704000,Normal,
632,0.000000e+000,3.838279e-001,-8.317269e+000,2020-06-23T17:02:43.753000,Normal,
633,0.000000e+000,3.838279e-001,-8.317269e+000,2020-06-23T17:02:43.804000,Normal,
634,0.000000e+000,3.797810e-001,-8.409334e+000,2020-06-23T17:02:43.853000,Normal,
635,0.000000e+000,3.797810e-001,-8.409334e+000,2020-06-23T17:02:43.904000,Normal,
636,0.000000e+000,3.796304e-001,-8.412780e+000,2020-06-23T17:02:43.953000,Normal,
637,0.000000e+000,3.796304e-001,-8.412780e+000,2020-06-23T17:02:44.004000,Normal,
638,0.000000e+000,3.842781e-001,-8.307088e+000,2020-06-23T17:02:44.053000,Normal,
639,0.000000e+000,3.842781e-001,-8.307088e+000,2020-06-23T17:02:44.104000,Normal,
640,0.000000e+000,3.877681e-001,-8.228559e+000,2020-06-23T17:02:44.154000,Normal,
641,0.000000e+000,3.877681e-001,-8.228559e+000,2020-06-23T17:02:44.204000,Normal,
