file,FFT_1
date,2020-Jun-23 17:02:11.404002
desc,
note,
ch_name,Ch4
ch_type,Time Waveform
x_unit,Sec
y_unit,g
window,Rectangular,1.000000e+000
weighting,None
detection,pk
average,3.713913e-002
overall,3.662445e-001 rms
ref_ch_name,
ref_ch_id,
ref_y_unit,
db_ref,1.000000e+000
slice,Off,0.000000e+000,
rpm,0.000000e+000
time,2020-Jun-23 17:03:11.804002
data
x,y
0.000000e+000,-3.174857e-001
1.953125e-004,1.166865e-001
3.906250e-004,5.100133e-001
5.859375e-004,-1.416038e-001
7.812500e-004,-5.278828e-002
9.765625e-004,2.027918e-001
1.171875e-003,-3.586900e-001
1.367188e-003,1.006046e-001
1.562500e-003,-1.106510e-001
1.757813e-003,3.416150e-001
1.953125e-003,-9.589539e-002
2.148438e-003,1.463899e-001
2.343750e-003,7.846227e-001
2.539063e-003,-5.952857e-002
2.734375e-003,-7.104794e-001
2.929688e-003,3.101560e-001
3.125000e-003,-9.893238e-002
3.320313e-003,1.095618e-002
3.515625e-003,-5.356354e-002
3.710938e-003,4.487997e-001
3.906250e-003,-1.672387e-001
4.101563e-003,1.807641e-001
4.296875e-003,6.829352e-002
4.492188e-003,-7.590518e-002
4.687500e-003,1.909322e-003
4.882813e-003,1.988322e-001
5.078125e-003,-3.877591e-002
5.273438e-003,3.894633e-001
5.468750e-003,-4.007655e-002
5.664063e-003,5.330598e-001
5.859375e-003,-4.707313e-001
6.054688e-003,2.412218e-001
6.250000e-003,1.173593e-001
6.445313e-003,-1.120478e-001
6.640625e-003,-4.385163e-001
6.835938e-003,4.693858e-001
7.031250e-003,-1.212420e-001
7.226563e-003,4.207493e-001
7.421875e-003,2.460976e-002
7.617188e-003,-4.061667e-001
7.812500e-003,1.041529e+000
8.007813e-003,-4.789452e-001
8.203125e-003,2.879169e-001
8.398437e-003,4.419377e-001
8.593750e-003,-3.423261e-001
8.789063e-003,2.134405e-001
8.984375e-003,-1.152129e-001
9.179688e-003,-1.791431e-002
9.375000e-003,-4.324551e-001
9.570313e-003,1.924764e-001
9.765625e-003,5.040996e-001
9.960938e-003,-4.766258e-001
1.015625e-002,8.914165e-001
1.035156e-002,-2.546575e-001
1.054688e-002,-4.619535e-003
1.074219e-002,3.096562e-001
1.093750e-002,-1.302440e-001
1.113281e-002,-4.637539e-001
1.132813e-002,-1.829874e-001
1.152344e-002,3.709724e-002
1.171875e-002,2.905758e-001
1.191406e-002,1.850761e-001
1.210938e-002,3.548521e-001
1.230469e-002,7.071477e-001
1.250000e-002,-7.290472e-001
1.269531e-002,3.476761e-001
1.289063e-002,-4.580644e-001
1.308594e-002,-2.220196e-001
1.328125e-002,2.416831e-001
1.347656e-002,-3.409999e-001
1.367188e-002,3.173640e-001
1.386719e-002,4.137399e-001
1.406250e-002,-2.767364e-001
1.425781e-002,7.750440e-001
1.445313e-002,-4.365173e-001
1.464844e-002,1.345111e-001
1.484375e-002,5.391081e-001
1.503906e-002,-6.413338e-001
1.523438e-002,2.700346e-001
1.542969e-002,-1.450829e-001
1.562500e-002,-7.024640e-001
1.582031e-002,6.572875e-001
1.601563e-002,-5.056501e-002
1.621094e-002,2.055853e-001
1.640625e-002,3.770591e-002
1.660156e-002,3.138849e-002
1.679687e-002,-1.439937e-001
1.699219e-002,1.674181e-001
1.718750e-002,4.453591e-002
1.738281e-002,-6.286092e-001
1.757813e-002,4.762670e-001
1.777344e-002,2.571434e-001
1.796875e-002,7.331029e-002
1.816406e-002,6.727287e-001
1.835938e-002,-5.581244e-002
1.855469e-002,-2.702780e-001
1.875000e-002,-2.478019e-001
1.894531e-002,-5.795242e-002
1.914063e-002,-4.008937e-002
1.933594e-002,-3.749576e-001
1.953125e-002,5.266911e-001
1.972656e-002,3.092654e-001
1.992188e-002,1.262395e-001
2.011719e-002,3.489191e-001
2.031250e-002,3.879513e-002
2.050781e-002,-4.797077e-001
2.070313e-002,-2.234804e-002
2.089844e-002,1.825453e-001
2.109375e-002,-5.868091e-001
2.128906e-002,2.041117e-001
2.148438e-002,-8.593232e-002
2.167969e-002,-9.412704e-002
2.187500e-002,5.025042e-001
2.207031e-002,2.002738e-001
2.226563e-002,2.359807e-001
2.246094e-002,-2.965600e-001
2.265625e-002,2.472637e-001
2.285156e-002,-6.237526e-001
2.304688e-002,6.255401e-001
2.324219e-002,-7.398112e-001
2.343750e-002,1.546679e-001
2.363281e-002,4.115871e-001
2.382813e-002,-3.006222e-002
2.402344e-002,7.289895e-001
2.421875e-002,-4.132594e-002
2.441406e-002,-2.338664e-001
2.460938e-002,2.142157e-001
2.480469e-002,-9.210879e-002
2.500000e-002,-3.590231e-001
2.519531e-002,-2.124217e-001
2.539063e-002,6.251429e-002
2.558594e-002,1.185189e-001
2.578125e-002,5.767499e-001
2.597656e-002,2.421316e-001
2.617188e-002,-8.984708e-002
2.636719e-002,7.373317e-002
2.656250e-002,-1.697375e-001
2.675781e-002,3.016473e-002
2.695313e-002,-2.315406e-001
2.714844e-002,-4.816490e-001
2.734375e-002,6.822816e-001
2.753906e-002,2.915241e-002
2.773438e-002,6.886823e-001
2.792969e-002,-4.291362e-001
2.812500e-002,6.208373e-001
2.832031e-002,-6.631435e-001
2.851563e-002,3.204907e-001
2.871094e-002,2.626920e-001
2.890625e-002,-4.628633e-001
2.910156e-002,1.137008e-001
2.929688e-002,-2.714698e-001
2.949219e-002,-5.410815e-002
2.968750e-002,8.820686e-002
2.988281e-002,8.231102e-001
3.007813e-002,-3.777383e-001
3.027344e-002,-1.581790e-001
3.046875e-002,5.255378e-001
3.066406e-002,-1.745172e-001
3.085938e-002,9.829167e-002
3.105469e-002,-4.335123e-001
3.125000e-002,6.456457e-002
3.144531e-002,-9.128868e-002
3.164062e-002,6.109960e-001
3.183594e-002,3.986256e-001
3.203125e-002,-5.037216e-001
3.222656e-002,1.346457e-001
3.242188e-002,-2.108584e-001
3.261719e-002,1.732230e-001
3.281250e-002,7.444692e-001
3.300781e-002,-6.149620e-001
3.320313e-002,2.270172e-001
3.339844e-002,2.761406e-001
3.359375e-002,3.711134e-001
3.378906e-002,2.794146e-002
3.398438e-002,-4.936239e-001
3.417969e-002,-2.790942e-001
3.437500e-002,-1.451277e-001
3.457031e-002,-1.790214e-001
3.476563e-002,1.320252e-001
3.496094e-002,-2.438807e-001
3.515625e-002,4.831931e-001
3.535156e-002,4.569240e-001
3.554687e-002,1.023153e-001
3.574219e-002,9.736071e-001
3.593750e-002,-3.274873e-001
3.613281e-002,-1.462554e-001
3.632813e-002,-1.841727e-001
3.652344e-002,-3.154867e-002
3.671875e-002,3.064591e-001
3.691406e-002,-7.478201e-001
3.710938e-002,3.010066e-001
3.730469e-002,-1.421164e-001
3.750000e-002,7.955083e-002
3.769531e-002,6.062996e-001
3.789063e-002,-7.297713e-003
3.808594e-002,-2.394854e-001
3.828125e-002,2.580917e-001
3.847656e-002,-1.823083e-001
3.867188e-002,3.833125e-001
3.886719e-002,-4.889403e-001
3.906250e-002,1.361578e-001
3.925781e-002,-2.624998e-002
3.945313e-002,1.592682e-001
3.964844e-002,8.351492e-001
3.984375e-002,-6.453958e-001
4.003906e-002,1.012325e-001
4.023438e-002,3.126676e-003
4.042969e-002,2.638901e-001
4.062500e-002,-3.458309e-001
4.082031e-002,-2.304001e-002
4.101563e-002,-5.808505e-001
4.121094e-002,4.816362e-001
4.140625e-002,1.924700e-001
4.160156e-002,1.403032e-001
4.179688e-002,-1.116249e-001
4.199219e-002,1.593387e-001
4.218750e-002,2.959834e-001
4.238281e-002,-2.240314e-001
4.257813e-002,1.525984e-001
4.277344e-002,-2.985399e-001
4.296875e-002,-1.651948e-001
4.316406e-002,3.564923e-001
4.335938e-002,-2.985271e-001
4.355469e-002,3.149613e-001
4.375000e-002,7.722505e-002
4.394531e-002,-3.539807e-001
4.414063e-002,5.122750e-001
4.433594e-002,-4.285724e-002
4.453125e-002,3.321196e-001
4.472656e-002,-4.818028e-001
4.492188e-002,1.642402e-001
4.511719e-002,4.606080e-002
4.531250e-002,5.368143e-001
4.550781e-002,1.915089e-001
4.570313e-002,8.147937e-002
4.589844e-002,-4.562128e-001
4.609375e-002,4.252407e-001
4.628906e-002,-3.583440e-001
4.648438e-002,1.583969e-001
4.667969e-002,-2.058865e-001
4.687500e-002,-4.863647e-001
4.707031e-002,-1.869470e-001
4.726563e-002,2.918060e-001
4.746094e-002,3.248731e-001
4.765625e-002,-2.265174e-001
4.785156e-002,6.417374e-002
4.804688e-002,1.315446e-001
4.824219e-002,1.231513e-001
4.843750e-002,4.884790e-001
4.863281e-002,-5.114678e-001
4.882813e-002,1.429429e-001
4.902344e-002,-1.164943e-001
4.921875e-002,4.548352e-001
4.941406e-002,3.928848e-002
4.960938e-002,-1.906760e-002
4.980469e-002,-1.678666e-002
5.000000e-002,-2.014207e-001
5.019531e-002,2.781396e-001
5.039063e-002,-2.757754e-001
5.058594e-002,3.357332e-001
5.078125e-002,-8.585672e-001
5.097656e-002,3.883037e-001
5.117188e-002,4.593458e-001
5.136719e-002,4.465893e-001
5.156250e-002,2.148757e-001
5.175781e-002,-2.240442e-001
5.195313e-002,-5.237181e-002
5.214844e-002,-1.039235e-002
5.234375e-002,-1.928159e-001
5.253906e-002,-1.469730e-001
5.273438e-002,-5.064894e-001
5.292969e-002,1.161035e-001
5.312500e-002,4.572635e-001
5.332031e-002,3.364572e-001
5.351563e-002,-1.992167e-001
5.371094e-002,4.344029e-003
5.390625e-002,-1.304490e-002
5.410156e-002,-2.096410e-002
5.429688e-002,4.834879e-001
5.449219e-002,-2.108200e-001
5.468750e-002,2.911396e-002
5.488281e-002,4.809891e-001
5.507813e-002,-1.737419e-001
5.527344e-002,6.737602e-001
5.546875e-002,-3.415509e-001
5.566406e-002,-1.637148e-001
5.585938e-002,-1.764458e-001
5.605469e-002,5.358917e-002
5.625000e-002,3.744322e-002
5.644531e-002,5.661333e-002
5.664063e-002,-1.159817e-001
5.683594e-002,-3.264941e-001
5.703125e-002,5.368335e-001
5.722656e-002,-2.443612e-001
5.742188e-002,2.586811e-001
5.761719e-002,-3.688901e-001
5.781250e-002,8.898212e-002
5.800781e-002,3.362201e-001
5.820313e-002,3.070293e-002
5.839844e-002,3.340033e-001
5.859375e-002,-2.076805e-001
5.878906e-002,-1.693659e-001
5.898438e-002,5.909545e-001
5.917969e-002,-1.070758e-001
5.937500e-002,-1.410720e-001
5.957031e-002,-3.866250e-001
5.976563e-002,4.708723e-001
5.996094e-002,-2.255307e-001
6.015625e-002,2.347890e-001
6.035156e-002,1.377916e-001
6.054688e-002,-9.190312e-001
6.074219e-002,6.802634e-001
6.093750e-002,3.447609e-001
6.113281e-002,6.148595e-001
6.132813e-002,-3.438831e-001
6.152344e-002,1.742609e-001
6.171875e-002,3.400260e-002
6.191406e-002,-5.186374e-001
6.210938e-002,5.327971e-001
6.230469e-002,-6.854916e-001
6.250000e-002,-1.782269e-001
6.269531e-002,1.497152e-001
6.289063e-002,5.298049e-001
6.308594e-002,-1.812575e-001
6.328125e-002,4.051672e-001
6.347656e-002,1.541746e-001
6.367188e-002,-5.678440e-001
6.386719e-002,6.237398e-001
6.406250e-002,2.119284e-001
6.425781e-002,-1.266047e-001
6.445313e-002,8.832218e-002
6.464844e-002,-2.592962e-001
6.484375e-002,2.022216e-001
6.503906e-002,-1.219788e-001
6.523437e-002,3.124241e-001
6.542969e-002,-4.050262e-001
6.562500e-002,2.426249e-001
6.582031e-002,1.937514e-002
6.601563e-002,-1.218571e-001
6.621094e-002,3.703189e-001
6.640625e-002,-3.960114e-001
6.660156e-002,-1.372021e-001
6.679688e-002,4.187119e-001
6.699219e-002,1.081843e-001
6.718750e-002,2.219876e-001
6.738281e-002,3.110658e-002
6.757813e-002,-1.545590e-001
6.777344e-002,4.511127e-001
6.796875e-002,-3.501236e-001
6.816406e-002,5.366285e-001
6.835938e-002,-8.929222e-001
6.855469e-002,-1.196786e-001
6.875000e-002,5.489238e-001
6.894531e-002,-7.171492e-002
6.914062e-002,-2.411321e-001
6.933594e-002,5.857583e-001
6.953125e-002,-6.411351e-001
6.972656e-002,1.350301e-001
6.992188e-002,2.221798e-001
7.011719e-002,2.376658e-001
7.031250e-002,4.743705e-001
7.050781e-002,-3.145833e-001
7.070313e-002,6.547630e-001
7.089844e-002,-2.265559e-002
7.109375e-002,-1.522973e-002
7.128906e-002,-1.844931e-001
7.148438e-002,-2.809972e-001
7.167969e-002,-3.632838e-003
7.187500e-002,5.717460e-001
7.207031e-002,-1.503559e-001
7.226563e-002,4.343196e-001
7.246094e-002,-7.823224e-001
7.265625e-002,6.107013e-001
7.285156e-002,-2.046563e-001
7.304687e-002,1.670337e-002
7.324219e-002,3.944929e-001
7.343750e-002,-3.471699e-001
7.363281e-002,-2.208087e-001
7.382813e-002,5.034140e-001
7.402344e-002,-1.847045e-001
7.421875e-002,2.234868e-001
7.441406e-002,-3.270580e-001
7.460938e-002,-1.397970e-001
7.480469e-002,4.521250e-001
7.500000e-002,-2.321813e-001
7.519531e-002,2.432849e-001
7.539063e-002,3.249052e-001
7.558594e-002,-2.583352e-002
7.578125e-002,9.249322e-002
7.597656e-002,1.488374e-001
7.617188e-002,-3.163132e-001
7.636719e-002,-1.048269e-001
7.656250e-002,3.824732e-001
7.675781e-002,1.282834e-001
7.695313e-002,-2.752884e-001
7.714844e-002,6.461198e-001
7.734375e-002,-3.238800e-001
7.753906e-002,1.262908e-001
7.773438e-002,6.166214e-002
7.792969e-002,1.910284e-001
7.812500e-002,-6.513225e-001
7.832031e-002,-1.072360e-001
7.851563e-002,2.407925e-001
7.871094e-002,-2.949967e-001
7.890625e-002,2.149077e-001
7.910156e-002,3.882909e-001
7.929688e-002,-1.150719e-002
7.949219e-002,1.389897e-001
7.968750e-002,3.953323e-001
7.988281e-002,-3.551468e-002
8.007813e-002,8.786087e-002
8.027344e-002,1.712239e-001
8.046875e-002,-6.336901e-001
8.066406e-002,-1.928544e-001
8.085938e-002,-6.849214e-003
8.105469e-002,3.395583e-001
8.125000e-002,2.227820e-001
8.144531e-002,2.051176e-001
8.164063e-002,7.109984e-002
8.183594e-002,2.742505e-001
8.203125e-002,1.495358e-001
8.222656e-002,-1.260794e-001
8.242188e-002,-4.510614e-003
8.261719e-002,-4.740182e-001
8.281250e-002,3.701779e-001
8.300781e-002,-1.159048e-002
8.320313e-002,1.986208e-002
8.339844e-002,-8.953314e-002
8.359375e-002,1.477098e-001
8.378906e-002,-1.613762e-001
8.398438e-002,2.969701e-002
8.417969e-002,2.389985e-001
8.437500e-002,-3.535578e-001
8.457031e-002,2.647423e-001
8.476563e-002,-2.200847e-002
8.496094e-002,5.893335e-001
8.515625e-002,-2.593347e-001
8.535156e-002,7.402790e-002
8.554688e-002,9.501763e-003
8.574219e-002,-2.618014e-001
8.593750e-002,2.971303e-001
8.613281e-002,1.211010e-001
8.632813e-002,-4.050326e-001
8.652344e-002,3.923209e-001
8.671875e-002,2.877631e-001
8.691406e-002,-5.335211e-002
8.710938e-002,-1.190764e-001
8.730469e-002,2.832525e-001
8.750000e-002,-3.551724e-001
8.769531e-002,1.107535e-001
8.789063e-002,6.777454e-002
8.808594e-002,-4.108888e-001
8.828125e-002,-2.634032e-001
8.847656e-002,2.634865e-001
8.867188e-002,6.608306e-002
8.886719e-002,6.723634e-001
8.906250e-002,-4.680403e-002
8.925781e-002,6.889579e-002
8.945313e-002,-3.305563e-001
8.964844e-002,2.512040e-001
8.984375e-002,-2.336293e-001
9.003906e-002,2.058865e-001
9.023438e-002,-1.728898e-001
9.042969e-002,-4.645164e-002
9.062500e-002,1.494397e-001
9.082031e-002,3.695628e-002
9.101563e-002,1.794507e-001
9.121094e-002,1.582623e-001
9.140625e-002,5.488982e-002
9.160156e-002,-1.645990e-002
9.179688e-002,-2.509157e-001
9.199219e-002,7.229797e-001
9.218750e-002,-6.901496e-001
9.238281e-002,7.430980e-002
9.257813e-002,7.010033e-002
9.277344e-002,-2.566693e-001
9.296875e-002,1.620233e-001
9.316406e-002,-8.063364e-002
9.335938e-002,-6.385338e-002
9.355469e-002,1.556034e-001
9.375000e-002,-1.305771e-001
9.394531e-002,5.431766e-001
9.414063e-002,-8.232127e-001
9.433594e-002,3.289032e-001
9.453125e-002,1.449932e-001
9.472656e-002,8.987911e-002
9.492188e-002,-1.752604e-001
9.511719e-002,4.955589e-001
9.531250e-002,-1.415461e-001
9.550781e-002,-2.509414e-001
9.570313e-002,2.423622e-001
9.589844e-002,1.895932e-001
9.609375e-002,-4.690206e-001
9.628906e-002,-5.605591e-002
9.648438e-002,5.255442e-001
9.667969e-002,-2.518127e-001
9.687500e-002,4.599929e-001
9.707031e-002,2.896916e-001
9.726563e-002,-6.772072e-001
9.746094e-002,5.259607e-002
9.765625e-002,-6.426984e-002
9.785156e-002,-2.157791e-001
9.804688e-002,3.187608e-001
9.824219e-002,-5.495901e-001
9.843750e-002,7.121709e-001
9.863281e-002,-3.843440e-001
9.882813e-002,5.793128e-001
9.902344e-002,1.040068e-001
9.921875e-002,-4.618767e-001
9.941406e-002,-2.875453e-001
9.960938e-002,-7.043990e-002
9.980469e-002,6.422820e-001
1.000000e-001,-2.438295e-001
1.001953e-001,9.428081e-002
1.003906e-001,1.377788e-001
1.005859e-001,4.260288e-001
1.007813e-001,2.597255e-001
1.009766e-001,1.222223e-001
1.011719e-001,-1.145081e-001
1.013672e-001,-1.793225e-001
1.015625e-001,-7.865383e-002
1.017578e-001,3.944032e-001
1.019531e-001,-2.893905e-001
1.021484e-001,-2.394278e-001
1.023438e-001,2.410872e-001
1.025391e-001,-4.550979e-001
1.027344e-001,4.910098e-001
1.029297e-001,9.683469e-001
1.031250e-001,-5.456498e-001
1.033203e-001,1.901378e-001
1.035156e-001,-3.743874e-001
1.037109e-001,1.302440e-001
1.039063e-001,-9.217286e-002
1.041016e-001,-3.371044e-001
1.042969e-001,3.017690e-001
1.044922e-001,-6.970949e-002
1.046875e-001,3.572612e-002
1.048828e-001,5.037152e-001
1.050781e-001,1.154435e-001
1.052734e-001,1.679051e-001
1.054688e-001,-3.476312e-001
1.056641e-001,-1.157895e-001
1.058594e-001,1.068964e-001
1.060547e-001,-3.432936e-002
1.062500e-001,3.516613e-001
1.064453e-001,-5.088345e-001
1.066406e-001,4.523429e-001
1.068359e-001,1.548730e-001
1.070313e-001,3.157942e-001
1.072266e-001,-2.422661e-001
1.074219e-001,4.807648e-001
1.076172e-001,-4.743834e-001
1.078125e-001,6.322356e-001
1.080078e-001,-6.321972e-001
1.082031e-001,-1.546039e-001
1.083984e-001,3.673908e-001
1.085938e-001,-5.779865e-001
1.087891e-001,3.301270e-001
1.089844e-001,5.374999e-001
1.091797e-001,-1.143095e-001
1.093750e-001,6.387901e-002
1.095703e-001,2.498073e-001
1.097656e-001,-2.134597e-001
1.099609e-001,-1.423406e-001
1.101563e-001,-3.848118e-002
1.103516e-001,2.567206e-001
1.105469e-001,-3.604006e-002
1.107422e-001,1.573077e-001
1.109375e-001,4.428539e-001
1.111328e-001,-2.685609e-001
1.113281e-001,1.854349e-001
1.115234e-001,8.074255e-002
1.117188e-001,-3.082915e-001
1.119141e-001,-1.868189e-001
1.121094e-001,1.376955e-001
1.123047e-001,-2.242493e-002
1.125000e-001,3.933333e-001
1.126953e-001,4.161170e-001
1.128906e-001,-5.567789e-002
1.130859e-001,2.130368e-001
1.132813e-001,-8.837344e-002
1.134766e-001,-1.126628e-001
1.136719e-001,-2.428684e-001
1.138672e-001,2.412282e-002
1.140625e-001,-6.352341e-001
1.142578e-001,4.507346e-001
1.144531e-001,2.315406e-001
1.146484e-001,-6.706976e-002
1.148438e-001,4.013357e-001
1.150391e-001,-5.708746e-003
1.152344e-001,-1.805976e-001
1.154297e-001,2.681445e-001
1.156250e-001,-1.218571e-001
1.158203e-001,1.246634e-001
1.160156e-001,-7.158678e-002
1.162109e-001,-3.750665e-001
1.164063e-001,5.932354e-001
1.166016e-001,-1.703718e-001
1.167969e-001,7.026499e-001
1.169922e-001,-1.131370e-001
1.171875e-001,1.769968e-001
1.173828e-001,-2.228397e-001
1.175781e-001,-4.711798e-002
1.177734e-001,9.009696e-002
1.179688e-001,-1.082246e+000
1.181641e-001,5.142356e-001
1.183594e-001,1.026229e-001
1.185547e-001,2.426762e-001
1.187500e-001,-9.482541e-004
1.189453e-001,4.114398e-001
1.191406e-001,4.825845e-002
1.193359e-001,-1.095169e-001
1.195313e-001,5.767115e-001
1.197266e-001,-7.837833e-002
1.199219e-001,-4.940212e-001
1.201172e-001,6.775212e-001
1.203125e-001,7.371394e-002
1.205078e-001,-4.286365e-001
1.207031e-001,8.398840e-001
1.208984e-001,-5.731363e-001
1.210938e-001,-2.968099e-001
1.212891e-001,-1.126500e-001
1.214844e-001,3.671345e-001
1.216797e-001,-5.460662e-001
1.218750e-001,2.507043e-001
1.220703e-001,3.159672e-001
1.222656e-001,2.640311e-001
1.224609e-001,4.722626e-001
1.226563e-001,1.381312e-001
1.228516e-001,1.618824e-001
1.230469e-001,-5.051568e-001
1.232422e-001,2.461360e-001
1.234375e-001,-6.477281e-001
1.236328e-001,2.508132e-001
1.238281e-001,-5.499169e-001
1.240234e-001,-1.594284e-001
1.242188e-001,6.491760e-001
1.244141e-001,-1.275402e-001
1.246094e-001,8.375711e-001
1.248047e-001,-2.396520e-001
1.250000e-001,1.240419e-002
1.251953e-001,-5.915055e-002
1.253906e-001,3.634760e-001
1.255859e-001,-1.124578e-001
1.257813e-001,-5.439262e-001
1.259766e-001,3.110914e-001
1.261719e-001,1.337743e-001
1.263672e-001,2.427402e-001
1.265625e-001,2.770247e-001
1.267578e-001,-3.134749e-001
1.269531e-001,-6.952368e-002
1.271484e-001,1.595245e-001
1.273438e-001,2.048357e-002
1.275391e-001,-2.238905e-001
1.277344e-001,-7.849494e-001
1.279297e-001,8.061057e-001
1.281250e-001,-1.553215e-001
1.283203e-001,1.006014e+000
1.285156e-001,-1.486965e-001
1.287109e-001,3.318505e-001
1.289063e-001,-4.010090e-001
1.291016e-001,-1.286806e-001
1.292969e-001,2.558684e-001
1.294922e-001,-5.626799e-001
1.296875e-001,-1.904902e-001
1.298828e-001,3.111811e-001
1.300781e-001,8.141531e-002
1.302734e-001,5.261145e-001
1.304687e-001,6.674812e-001
1.306641e-001,-5.656528e-001
1.308594e-001,-1.430646e-001
1.310547e-001,3.018972e-001
1.312500e-001,-5.720856e-001
1.314453e-001,4.884342e-001
1.316406e-001,-7.052448e-001
1.318359e-001,2.268506e-001
1.320313e-001,2.741544e-001
1.322266e-001,4.284315e-001
1.324219e-001,5.807351e-001
1.326172e-001,-5.056373e-001
1.328125e-001,2.539399e-001
1.330078e-001,-1.177501e-001
1.332031e-001,2.087441e-002
1.333984e-001,4.603710e-001
1.335938e-001,-9.435385e-001
1.337891e-001,-3.089130e-001
1.339844e-001,5.565355e-001
1.341797e-001,-1.768366e-003
1.343750e-001,5.683054e-001
1.345703e-001,-8.149859e-003
1.347656e-001,-5.361480e-002
1.349609e-001,1.751003e-001
1.351563e-001,5.843296e-002
1.353516e-001,1.831028e-001
1.355469e-001,-5.218858e-001
1.357422e-001,8.189584e-002
1.359375e-001,2.706369e-001
1.361328e-001,1.025652e-001
1.363281e-001,4.855894e-001
