file name,FFT_1
date,2020-Jun-23 17:02:11.404002
desc,
note,
ch_name,Ch4
ch_type,Overall
x_unit,
y_unit,g
unit,g
db_ref,1.000000e+000
detection,rms
data
record,rpm,value,value(dB),time,alarm,note
71,0.000000e+000,3.165913e-002,-2.999002e+001,2020-06-23T17:02:15.703000,Normal,
72,0.000000e+000,3.162699e-002,-2.999884e+001,2020-06-23T17:02:15.753000,Normal,
73,0.000000e+000,3.162699e-002,-2.999884e+001,2020-06-23T17:02:15.803000,Normal,
74,0.000000e+000,3.163957e-002,-2.999539e+001,2020-06-23T17:02:15.853000,Normal,
75,0.000000e+000,3.163957e-002,-2.999539e+001,2020-06-23T17:02:15.903000,Normal,
76,0.000000e+000,3.173465e-002,-2.996933e+001,2020-06-23T17:02:15.953000,Normal,
77,0.000000e+000,3.173465e-002,-2.996933e+001,2020-06-23T17:02:16.003000,Normal,
78,0.000000e+000,3.193486e-002,-2.991470e+001,2020-06-23T17:02:16.053000,Normal,
79,0.000000e+000,3.193486e-002,-2.991470e+001,2020-06-23T17:02:16.104000,Normal,
80,0.000000e+000,3.218398e-002,-2.984720e+001,2020-06-23T17:02:16.153000,Normal,
81,0.000000e+000,3.218398e-002,-2.984720e+001,2020-06-23T17:02:16.204000,Normal,
82,0.000000e+000,3.231532e-002,-2.981183e+001,2020-06-23T17:02:16.253000,Normal,
83,0.000000e+000,3.231532e-002,-2.981183e+001,2020-06-23T17:02:16.304000,Normal,
84,0.000000e+000,3.226454e-002,-2.982549e+001,2020-06-23T17:02:16.353000,Normal,
85,0.000000e+000,3.226454e-002,-2.982549e+001,2020-06-23T17:02:16.403000,Normal,
86,0.000000e+000,3.222151e-002,-2.983708e+001,2020-06-23T17:02:16.454000,Normal,
87,0.000000e+000,3.222151e-002,-2.983708e+001,2020-06-23T17:02:16.503000,Normal,
88,0.000000e+000,3.235093e-002,-2.980226e+001,2020-06-23T17:02:16.554000,Normal,
89,0.000000e+000,3.235093e-002,-2.980226e+001,2020-06-23T17:02:16.603000,Normal,
90,0.000000e+000,3.251393e-002,-2.975861e+001,2020-06-23T17:02:16.654000,Normal,
91,0.000000e+000,3.251393e-002,-2.975861e+001,2020-06-23T17:02:16.703000,Normal,
92,0.000000e+000,3.251255e-002,-2.975898e+001,2020-06-23T17:02:16.753000,Normal,
93,0.000000e+000,3.251255e-002,-2.975898e+001,2020-06-23T17:02:16.804000,Normal,
94,0.000000e+000,3.237560e-002,-2.979564e+001,2020-06-23T17:02:16.853000,Normal,
95,0.000000e+000,3.237560e-002,-2.979564e+001,2020-06-23T17:02:16.904000,Normal,
96,0.000000e+000,3.224576e-002,-2.983055e+001,2020-06-23T17:02:16.953000,Normal,
97,0.000000e+000,3.224576e-002,-2.983055e+001,2020-06-23T17:02:17.004000,Normal,
98,0.000000e+000,3.216629e-002,-2.985198e+001,2020-06-23T17:02:17.053000,Normal,
99,0.000000e+000,3.216629e-002,-2.985198e+001,2020-06-23T17:02:17.104000,Normal,
100,0.000000e+000,3.210105e-002,-2.986961e+001,2020-06-23T17:02:17.154000,Normal,
101,0.000000e+000,3.210105e-002,-2.986961e+001,2020-06-23T17:02:17.204000,Normal,
102,0.000000e+000,3.203641e-002,-2.988712e+001,2020-06-23T17:02:17.254000,Normal,
103,0.000000e+000,3.203641e-002,-2.988712e+001,2020-06-23T17:02:17.304000,Normal,
104,0.000000e+000,3.195241e-002,-2.990993e+001,2020-06-23T17:02:17.354000,Normal,
105,0.000000e+000,3.195241e-002,-2.990993e+001,2020-06-23T17:02:17.403000,Normal,
106,0.000000e+000,3.183417e-002,-2.994213e+001,2020-06-23T17:02:17.454000,Normal,
107,0.000000e+000,3.183417e-002,-2.994213e+001,2020-06-23T17:02:17.504000,Normal,
108,0.000000e+000,3.175861e-002,-2.996277e+001,2020-06-23T17:02:17.554000,Normal,
109,0.000000e+000,3.175861e-002,-2.996277e+001,2020-06-23T17:02:17.604000,Normal,
110,0.000000e+000,3.183363e-002,-2.994228e+001,2020-06-23T17:02:17.654000,Normal,
111,0.000000e+000,3.183363e-002,-2.994228e+001,2020-06-23T17:02:17.704000,Normal,
112,0.000000e+000,3.202546e-002,-2.989009e+001,2020-06-23T17:02:17.753000,Normal,
113,0.000000e+000,3.202546e-002,-2.989009e+001,2020-06-23T17:02:17.804000,Normal,
114,0.000000e+000,3.219725e-002,-2.984363e+001,2020-06-23T17:02:17.854000,Normal,
115,0.000000e+000,3.219725e-002,-2.984363e+001,2020-06-23T17:02:17.904000,Normal,
116,0.000000e+000,3.229612e-002,-2.981699e+001,2020-06-23T17:02:17.954000,Normal,
117,0.000000e+000,3.229612e-002,-2.981699e+001,2020-06-23T17:02:18.003000,Normal,
118,0.000000e+000,3.237178e-002,-2.979667e+001,2020-06-23T17:02:18.053000,Normal,
119,0.000000e+000,3.237178e-002,-2.979667e+001,2020-06-23T17:02:18.103000,Normal,
120,0.000000e+000,3.245194e-002,-2.977519e+001,2020-06-23T17:02:18.153000,Normal,
121,0.000000e+000,3.245194e-002,-2.977519e+001,2020-06-23T17:02:18.204000,Normal,
122,0.000000e+000,3.252301e-002,-2.975619e+001,2020-06-23T17:02:18.253000,Normal,
123,0.000000e+000,3.252301e-002,-2.975619e+001,2020-06-23T17:02:18.304000,Normal,
124,0.000000e+000,3.257463e-002,-2.974241e+001,2020-06-23T17:02:18.353000,Normal,
125,0.000000e+000,3.257463e-002,-2.974241e+001,2020-06-23T17:02:18.403000,Normal,
126,0.000000e+000,3.258695e-002,-2.973913e+001,2020-06-23T17:02:18.453000,Normal,
127,0.000000e+000,3.258695e-002,-2.973913e+001,2020-06-23T17:02:18.503000,Normal,
128,0.000000e+000,3.257690e-002,-2.974181e+001,2020-06-23T17:02:18.553000,Normal,
129,0.000000e+000,3.257690e-002,-2.974181e+001,2020-06-23T17:02:18.603000,Normal,
130,0.000000e+000,3.259325e-002,-2.973745e+001,2020-06-23T17:02:18.654000,Normal,
131,0.000000e+000,3.259325e-002,-2.973745e+001,2020-06-23T17:02:18.703000,Normal,
132,0.000000e+000,3.264369e-002,-2.972402e+001,2020-06-23T17:02:18.753000,Normal,
133,0.000000e+000,3.264369e-002,-2.972402e+001,2020-06-23T17:02:18.803000,Normal,
134,0.000000e+000,3.269996e-002,-2.970906e+001,2020-06-23T17:02:18.853000,Normal,
135,0.000000e+000,3.269996e-002,-2.970906e+001,2020-06-23T17:02:18.903000,Normal,
136,0.000000e+000,3.279920e-002,-2.968274e+001,2020-06-23T17:02:18.953000,Normal,
137,0.000000e+000,3.279920e-002,-2.968274e+001,2020-06-23T17:02:19.004000,Normal,
138,0.000000e+000,3.295382e-002,-2.964188e+001,2020-06-23T17:02:19.053000,Normal,
139,0.000000e+000,3.295382e-002,-2.964188e+001,2020-06-23T17:02:19.104000,Normal,
140,0.000000e+000,3.305940e-002,-2.961410e+001,2020-06-23T17:02:19.153000,Normal,
141,0.000000e+000,3.305940e-002,-2.961410e+001,2020-06-23T17:02:19.204000,Normal,
142,0.000000e+000,3.302844e-002,-2.962224e+001,2020-06-23T17:02:19.253000,Normal,
143,0.000000e+000,3.302844e-002,-2.962224e+001,2020-06-23T17:02:19.304000,Normal,
144,0.000000e+000,3.286792e-002,-2.966456e+001,2020-06-23T17:02:19.354000,Normal,
145,0.000000e+000,3.286792e-002,-2.966456e+001,2020-06-23T17:02:19.403000,Normal,
146,0.000000e+000,3.268700e-002,-2.971250e+001,2020-06-23T17:02:19.454000,Normal,
147,0.000000e+000,3.268700e-002,-2.971250e+001,2020-06-23T17:02:19.503000,Normal,
148,0.000000e+000,3.261084e-002,-2.973276e+001,2020-06-23T17:02:19.554000,Normal,
149,0.000000e+000,3.261084e-002,-2.973276e+001,2020-06-23T17:02:19.603000,Normal,
150,0.000000e+000,3.269100e-002,-2.971144e+001,2020-06-23T17:02:19.654000,Normal,
151,0.000000e+000,3.269100e-002,-2.971144e+001,2020-06-23T17:02:19.704000,Normal,
152,0.000000e+000,3.287862e-002,-2.966173e+001,2020-06-23T17:02:19.753000,Normal,
153,0.000000e+000,3.287862e-002,-2.966173e+001,2020-06-23T17:02:19.804000,Normal,
154,0.000000e+000,3.305439e-002,-2.961542e+001,2020-06-23T17:02:19.853000,Normal,
155,0.000000e+000,3.305439e-002,-2.961542e+001,2020-06-23T17:02:19.904000,Normal,
156,0.000000e+000,3.313892e-002,-2.959323e+001,2020-06-23T17:02:19.953000,Normal,
157,0.000000e+000,3.313892e-002,-2.959323e+001,2020-06-23T17:02:20.004000,Normal,
158,0.000000e+000,3.316570e-002,-2.958622e+001,2020-06-23T17:02:20.054000,Normal,
159,0.000000e+000,3.316570e-002,-2.958622e+001,2020-06-23T17:02:20.104000,Normal,
160,0.000000e+000,3.317640e-002,-2.958341e+001,2020-06-23T17:02:20.154000,Normal,
161,0.000000e+000,3.317640e-002,-2.958341e+001,2020-06-23T17:02:20.204000,Normal,
162,0.000000e+000,3.310563e-002,-2.960196e+001,2020-06-23T17:02:20.254000,Normal,
163,0.000000e+000,3.310563e-002,-2.960196e+001,2020-06-23T17:02:20.304000,Normal,
164,0.000000e+000,3.290944e-002,-2.965359e+001,2020-06-23T17:02:20.354000,Normal,
165,0.000000e+000,3.290944e-002,-2.965359e+001,2020-06-23T17:02:20.404000,Normal,
166,0.000000e+000,3.266874e-002,-2.971735e+001,2020-06-23T17:02:20.454000,Normal,
167,0.000000e+000,3.266874e-002,-2.971735e+001,2020-06-23T17:02:20.504000,Normal,
168,0.000000e+000,3.252274e-002,-2.975626e+001,2020-06-23T17:02:20.554000,Normal,
169,0.000000e+000,3.252274e-002,-2.975626e+001,2020-06-23T17:02:20.604000,Normal,
170,0.000000e+000,3.258291e-002,-2.974020e+001,2020-06-23T17:02:20.654000,Normal,
171,0.000000e+000,3.258291e-002,-2.974020e+001,2020-06-23T17:02:20.704000,Normal,
172,0.000000e+000,3.278501e-002,-2.968649e+001,2020-06-23T17:02:20.754000,Normal,
173,0.000000e+000,3.278501e-002,-2.968649e+001,2020-06-23T17:02:20.804000,Normal,
174,0.000000e+000,3.290050e-002,-2.965595e+001,2020-06-23T17:02:20.854000,Normal,
175,0.000000e+000,3.290050e-002,-2.965595e+001,2020-06-23T17:02:20.904000,Normal,
176,0.000000e+000,3.287396e-002,-2.966296e+001,2020-06-23T17:02:20.954000,Normal,
177,0.000000e+000,3.287396e-002,-2.966296e+001,2020-06-23T17:02:21.003000,Normal,
178,0.000000e+000,3.288102e-002,-2.966110e+001,2020-06-23T17:02:21.053000,Normal,
179,0.000000e+000,3.288102e-002,-2.966110e+001,2020-06-23T17:02:21.103000,Normal,
180,0.000000e+000,3.300116e-002,-2.962942e+001,2020-06-23T17:02:21.153000,Normal,
181,0.000000e+000,3.300116e-002,-2.962942e+001,2020-06-23T17:02:21.204000,Normal,
182,0.000000e+000,3.313981e-002,-2.959300e+001,2020-06-23T17:02:21.253000,Normal,
183,0.000000e+000,3.313981e-002,-2.959300e+001,2020-06-23T17:02:21.304000,Normal,
184,0.000000e+000,3.319292e-002,-2.957909e+001,2020-06-23T17:02:21.353000,Normal,
185,0.000000e+000,3.319292e-002,-2.957909e+001,2020-06-23T17:02:21.403000,Normal,
186,0.000000e+000,3.313077e-002,-2.959537e+001,2020-06-23T17:02:21.453000,Normal,
187,0.000000e+000,3.313077e-002,-2.959537e+001,2020-06-23T17:02:21.503000,Normal,
188,0.000000e+000,3.299886e-002,-2.963002e+001,2020-06-23T17:02:21.554000,Normal,
189,0.000000e+000,3.299886e-002,-2.963002e+001,2020-06-23T17:02:21.603000,Normal,
190,0.000000e+000,3.286783e-002,-2.966458e+001,2020-06-23T17:02:21.654000,Normal,
191,0.000000e+000,3.286783e-002,-2.966458e+001,2020-06-23T17:02:21.703000,Normal,
192,0.000000e+000,3.273378e-002,-2.970008e+001,2020-06-23T17:02:21.753000,Normal,
193,0.000000e+000,3.273378e-002,-2.970008e+001,2020-06-23T17:02:21.803000,Normal,
194,0.000000e+000,3.256630e-002,-2.974463e+001,2020-06-23T17:02:21.853000,Normal,
195,0.000000e+000,3.256630e-002,-2.974463e+001,2020-06-23T17:02:21.904000,Normal,
196,0.000000e+000,3.240847e-002,-2.978683e+001,2020-06-23T17:02:21.953000,Normal,
197,0.000000e+000,3.240847e-002,-2.978683e+001,2020-06-23T17:02:22.004000,Normal,
198,0.000000e+000,3.233384e-002,-2.980685e+001,2020-06-23T17:02:22.053000,Normal,
199,0.000000e+000,3.233384e-002,-2.980685e+001,2020-06-23T17:02:22.104000,Normal,
200,0.000000e+000,3.236683e-002,-2.979800e+001,2020-06-23T17:02:22.153000,Normal,
201,0.000000e+000,3.236683e-002,-2.979800e+001,2020-06-23T17:02:22.204000,Normal,
202,0.000000e+000,3.243474e-002,-2.977979e+001,2020-06-23T17:02:22.254000,Normal,
203,0.000000e+000,3.243474e-002,-2.977979e+001,2020-06-23T17:02:22.304000,Normal,
204,0.000000e+000,3.248575e-002,-2.976614e+001,2020-06-23T17:02:22.354000,Normal,
205,0.000000e+000,3.248575e-002,-2.976614e+001,2020-06-23T17:02:22.403000,Normal,
206,0.000000e+000,3.253189e-002,-2.975381e+001,2020-06-23T17:02:22.454000,Normal,
207,0.000000e+000,3.253189e-002,-2.975381e+001,2020-06-23T17:02:22.503000,Normal,
208,0.000000e+000,3.256654e-002,-2.974457e+001,2020-06-23T17:02:22.554000,Normal,
209,0.000000e+000,3.256654e-002,-2.974457e+001,2020-06-23T17:02:22.604000,Normal,
210,0.000000e+000,3.258228e-002,-2.974037e+001,2020-06-23T17:02:22.654000,Normal,
211,0.000000e+000,3.258228e-002,-2.974037e+001,2020-06-23T17:02:22.704000,Normal,
212,0.000000e+000,3.260480e-002,-2.973437e+001,2020-06-23T17:02:22.753000,Normal,
213,0.000000e+000,3.260480e-002,-2.973437e+001,2020-06-23T17:02:22.804000,Normal,
214,0.000000e+000,3.265355e-002,-2.972139e+001,2020-06-23T17:02:22.853000,Normal,
215,0.000000e+000,3.265355e-002,-2.972139e+001,2020-06-23T17:02:22.904000,Normal,
216,0.000000e+000,3.269600e-002,-2.971011e+001,2020-06-23T17:02:22.954000,Normal,
217,0.000000e+000,3.269600e-002,-2.971011e+001,2020-06-23T17:02:23.003000,Normal,
218,0.000000e+000,3.271574e-002,-2.970487e+001,2020-06-23T17:02:23.053000,Normal,
219,0.000000e+000,3.271574e-002,-2.970487e+001,2020-06-23T17:02:23.103000,Normal,
220,0.000000e+000,3.270785e-002,-2.970696e+001,2020-06-23T17:02:23.153000,Normal,
221,0.000000e+000,3.270785e-002,-2.970696e+001,2020-06-23T17:02:23.203000,Normal,
222,0.000000e+000,3.267178e-002,-2.971654e+001,2020-06-23T17:02:23.253000,Normal,
223,0.000000e+000,3.267178e-002,-2.971654e+001,2020-06-23T17:02:23.304000,Normal,
224,0.000000e+000,3.264520e-002,-2.972361e+001,2020-06-23T17:02:23.353000,Normal,
225,0.000000e+000,3.264520e-002,-2.972361e+001,2020-06-23T17:02:23.403000,Normal,
226,0.000000e+000,3.262684e-002,-2.972850e+001,2020-06-23T17:02:23.453000,Normal,
227,0.000000e+000,3.262684e-002,-2.972850e+001,2020-06-23T17:02:23.503000,Normal,
228,0.000000e+000,3.260190e-002,-2.973514e+001,2020-06-23T17:02:23.553000,Normal,
229,0.000000e+000,3.260190e-002,-2.973514e+001,2020-06-23T17:02:23.603000,Normal,
230,0.000000e+000,3.254714e-002,-2.974974e+001,2020-06-23T17:02:23.653000,Normal,
231,0.000000e+000,3.254714e-002,-2.974974e+001,2020-06-23T17:02:23.703000,Normal,
232,0.000000e+000,3.243291e-002,-2.978028e+001,2020-06-23T17:02:23.753000,Normal,
233,0.000000e+000,3.243291e-002,-2.978028e+001,2020-06-23T17:02:23.803000,Normal,
234,0.000000e+000,3.233102e-002,-2.980761e+001,2020-06-23T17:02:23.853000,Normal,
235,0.000000e+000,3.233102e-002,-2.980761e+001,2020-06-23T17:02:23.903000,Normal,
236,0.000000e+000,3.233680e-002,-2.980606e+001,2020-06-23T17:02:23.953000,Normal,
237,0.000000e+000,3.233680e-002,-2.980606e+001,2020-06-23T17:02:24.003000,Normal,
238,0.000000e+000,3.242063e-002,-2.978357e+001,2020-06-23T17:02:24.053000,Normal,
239,0.000000e+000,3.242063e-002,-2.978357e+001,2020-06-23T17:02:24.104000,Normal,
240,0.000000e+000,3.250210e-002,-2.976177e+001,2020-06-23T17:02:24.153000,Normal,
241,0.000000e+000,3.250210e-002,-2.976177e+001,2020-06-23T17:02:24.204000,Normal,
242,0.000000e+000,3.260903e-002,-2.973324e+001,2020-06-23T17:02:24.253000,Normal,
243,0.000000e+000,3.260903e-002,-2.973324e+001,2020-06-23T17:02:24.304000,Normal,
244,0.000000e+000,3.273359e-002,-2.970013e+001,2020-06-23T17:02:24.353000,Normal,
245,0.000000e+000,3.273359e-002,-2.970013e+001,2020-06-23T17:02:24.403000,Normal,
246,0.000000e+000,3.280205e-002,-2.968198e+001,2020-06-23T17:02:24.454000,Normal,
247,0.000000e+000,3.280205e-002,-2.968198e+001,2020-06-23T17:02:24.503000,Normal,
248,0.000000e+000,3.285319e-002,-2.966845e+001,2020-06-23T17:02:24.554000,Normal,
249,0.000000e+000,3.285319e-002,-2.966845e+001,2020-06-23T17:02:24.603000,Normal,
250,0.000000e+000,3.296556e-002,-2.963879e+001,2020-06-23T17:02:24.654000,Normal,
251,0.000000e+000,3.296556e-002,-2.963879e+001,2020-06-23T17:02:24.703000,Normal,
252,0.000000e+000,3.310903e-002,-2.960107e+001,2020-06-23T17:02:24.753000,Normal,
253,0.000000e+000,3.310903e-002,-2.960107e+001,2020-06-23T17:02:24.804000,Normal,
254,0.000000e+000,3.318173e-002,-2.958202e+001,2020-06-23T17:02:24.853000,Normal,
255,0.000000e+000,3.318173e-002,-2.958202e+001,2020-06-23T17:02:24.904000,Normal,
256,0.000000e+000,3.313424e-002,-2.959446e+001,2020-06-23T17:02:24.953000,Normal,
257,0.000000e+000,3.313424e-002,-2.959446e+001,2020-06-23T17:02:25.004000,Normal,
258,0.000000e+000,3.300496e-002,-2.962841e+001,2020-06-23T17:02:25.053000,Normal,
259,0.000000e+000,3.300496e-002,-2.962841e+001,2020-06-23T17:02:25.104000,Normal,
260,0.000000e+000,3.285446e-002,-2.966811e+001,2020-06-23T17:02:25.154000,Normal,
261,0.000000e+000,3.285446e-002,-2.966811e+001,2020-06-23T17:02:25.204000,Normal,
262,0.000000e+000,3.268806e-002,-2.971222e+001,2020-06-23T17:02:25.254000,Normal,
263,0.000000e+000,3.268806e-002,-2.971222e+001,2020-06-23T17:02:25.304000,Normal,
264,0.000000e+000,3.251364e-002,-2.975869e+001,2020-06-23T17:02:25.354000,Normal,
265,0.000000e+000,3.251364e-002,-2.975869e+001,2020-06-23T17:02:25.403000,Normal,
266,0.000000e+000,3.242960e-002,-2.978117e+001,2020-06-23T17:02:25.454000,Normal,
267,0.000000e+000,3.242960e-002,-2.978117e+001,2020-06-23T17:02:25.504000,Normal,
268,0.000000e+000,3.248294e-002,-2.976689e+001,2020-06-23T17:02:25.554000,Normal,
269,0.000000e+000,3.248294e-002,-2.976689e+001,2020-06-23T17:02:25.604000,Normal,
270,0.000000e+000,3.255508e-002,-2.974762e+001,2020-06-23T17:02:25.654000,Normal,
271,0.000000e+000,3.255508e-002,-2.974762e+001,2020-06-23T17:02:25.704000,Normal,
272,0.000000e+000,3.256453e-002,-2.974510e+001,2020-06-23T17:02:25.753000,Normal,
273,0.000000e+000,3.256453e-002,-2.974510e+001,2020-06-23T17:02:25.804000,Normal,
274,0.000000e+000,3.255001e-002,-2.974898e+001,2020-06-23T17:02:25.854000,Normal,
275,0.000000e+000,3.255001e-002,-2.974898e+001,2020-06-23T17:02:25.904000,Normal,
276,0.000000e+000,3.253340e-002,-2.975341e+001,2020-06-23T17:02:25.954000,Normal,
277,0.000000e+000,3.253340e-002,-2.975341e+001,2020-06-23T17:02:26.003000,Normal,
278,0.000000e+000,3.249255e-002,-2.976432e+001,2020-06-23T17:02:26.053000,Normal,
279,0.000000e+000,3.249255e-002,-2.976432e+001,2020-06-23T17:02:26.103000,Normal,
280,0.000000e+000,3.243618e-002,-2.977941e+001,2020-06-23T17:02:26.153000,Normal,
281,0.000000e+000,3.243618e-002,-2.977941e+001,2020-06-23T17:02:26.203000,Normal,
282,0.000000e+000,3.238697e-002,-2.979259e+001,2020-06-23T17:02:26.253000,Normal,
283,0.000000e+000,3.238697e-002,-2.979259e+001,2020-06-23T17:02:26.304000,Normal,
284,0.000000e+000,3.233310e-002,-2.980705e+001,2020-06-23T17:02:26.353000,Normal,
285,0.000000e+000,3.233310e-002,-2.980705e+001,2020-06-23T17:02:26.403000,Normal,
286,0.000000e+000,3.229040e-002,-2.981853e+001,2020-06-23T17:02:26.453000,Normal,
