file name,FFT_1
date,2020-Jun-23 17:02:11.404002
desc,
note,
ch_name,Ch1
ch_type,Overall
x_unit,
y_unit,g
unit,g
db_ref,1.000000e+000
detection,rms
data
record,rpm,value,value(dB),time,alarm,note
23,0.000000e+000,9.410268e-003,-4.052796e+001,2020-06-23T17:02:13.304000,Normal,
24,0.000000e+000,9.538949e-003,-4.040999e+001,2020-06-23T17:02:13.353000,Normal,
25,0.000000e+000,9.538949e-003,-4.040999e+001,2020-06-23T17:02:13.403000,Normal,
26,0.000000e+000,9.501836e-003,-4.044385e+001,2020-06-23T17:02:13.454000,Normal,
27,0.000000e+000,9.501836e-003,-4.044385e+001,2020-06-23T17:02:13.503000,Normal,
28,0.000000e+000,9.362840e-003,-4.057185e+001,2020-06-23T17:02:13.554000,Normal,
29,0.000000e+000,9.362840e-003,-4.057185e+001,2020-06-23T17:02:13.603000,Normal,
30,0.000000e+000,9.300110e-003,-4.063024e+001,2020-06-23T17:02:13.654000,Normal,
31,0.000000e+000,9.300110e-003,-4.063024e+001,2020-06-23T17:02:13.703000,Normal,
32,0.000000e+000,9.334848e-003,-4.059785e+001,2020-06-23T17:02:13.753000,Normal,
33,0.000000e+000,9.334848e-003,-4.059785e+001,2020-06-23T17:02:13.803000,Normal,
34,0.000000e+000,9.424924e-003,-4.051444e+001,2020-06-23T17:02:13.853000,Normal,
35,0.000000e+000,9.424924e-003,-4.051444e+001,2020-06-23T17:02:13.904000,Normal,
36,0.000000e+000,9.518881e-003,-4.042828e+001,2020-06-23T17:02:13.953000,Normal,
37,0.000000e+000,9.518881e-003,-4.042828e+001,2020-06-23T17:02:14.004000,Normal,
38,0.000000e+000,9.567563e-003,-4.038397e+001,2020-06-23T17:02:14.053000,Normal,
39,0.000000e+000,9.567563e-003,-4.038397e+001,2020-06-23T17:02:14.104000,Normal,
40,0.000000e+000,9.529263e-003,-4.041881e+001,2020-06-23T17:02:14.153000,Normal,
41,0.000000e+000,9.529263e-003,-4.041881e+001,2020-06-23T17:02:14.204000,Normal,
42,0.000000e+000,9.407183e-003,-4.053081e+001,2020-06-23T17:02:14.254000,Normal,
43,0.000000e+000,9.407183e-003,-4.053081e+001,2020-06-23T17:02:14.304000,Normal,
44,0.000000e+000,9.285668e-003,-4.064374e+001,2020-06-23T17:02:14.354000,Normal,
45,0.000000e+000,9.285668e-003,-4.064374e+001,2020-06-23T17:02:14.403000,Normal,
46,0.000000e+000,9.304730e-003,-4.062592e+001,2020-06-23T17:02:14.454000,Normal,
47,0.000000e+000,9.304730e-003,-4.062592e+001,2020-06-23T17:02:14.503000,Normal,
48,0.000000e+000,9.474595e-003,-4.046879e+001,2020-06-23T17:02:14.554000,Normal,
49,0.000000e+000,9.474595e-003,-4.046879e+001,2020-06-23T17:02:14.604000,Normal,
50,0.000000e+000,9.643123e-003,-4.031565e+001,2020-06-23T17:02:14.654000,Normal,
51,0.000000e+000,9.643123e-003,-4.031565e+001,2020-06-23T17:02:14.704000,Normal,
52,0.000000e+000,9.696395e-003,-4.026779e+001,2020-06-23T17:02:14.753000,Normal,
53,0.000000e+000,9.696395e-003,-4.026779e+001,2020-06-23T17:02:14.804000,Normal,
54,0.000000e+000,9.625823e-003,-4.033124e+001,2020-06-23T17:02:14.853000,Normal,
55,0.000000e+000,9.625823e-003,-4.033124e+001,2020-06-23T17:02:14.904000,Normal,
56,0.000000e+000,9.435080e-003,-4.050509e+001,2020-06-23T17:02:14.954000,Normal,
57,0.000000e+000,9.435080e-003,-4.050509e+001,2020-06-23T17:02:15.003000,Normal,
58,0.000000e+000,9.206184e-003,-4.071841e+001,2020-06-23T17:02:15.053000,Normal,
59,0.000000e+000,9.206184e-003,-4.071841e+001,2020-06-23T17:02:15.103000,Normal,
60,0.000000e+000,9.055025e-003,-4.086221e+001,2020-06-23T17:02:15.153000,Normal,
61,0.000000e+000,9.055025e-003,-4.086221e+001,2020-06-23T17:02:15.203000,Normal,
62,0.000000e+000,8.994466e-003,-4.092049e+001,2020-06-23T17:02:15.253000,Normal,
63,0.000000e+000,8.994466e-003,-4.092049e+001,2020-06-23T17:02:15.304000,Normal,
64,0.000000e+000,8.975546e-003,-4.093878e+001,2020-06-23T17:02:15.353000,Normal,
65,0.000000e+000,8.975546e-003,-4.093878e+001,2020-06-23T17:02:15.403000,Normal,
66,0.000000e+000,8.983553e-003,-4.093104e+001,2020-06-23T17:02:15.453000,Normal,
67,0.000000e+000,8.983553e-003,-4.093104e+001,2020-06-23T17:02:15.503000,Normal,
68,0.000000e+000,8.982251e-003,-4.093230e+001,2020-06-23T17:02:15.553000,Normal,
69,0.000000e+000,8.982251e-003,-4.093230e+001,2020-06-23T17:02:15.603000,Normal,
70,0.000000e+000,8.961315e-003,-4.095257e+001,2020-06-23T17:02:15.654000,Normal,
71,0.000000e+000,8.961315e-003,-4.095257e+001,2020-06-23T17:02:15.703000,Normal,
72,0.000000e+000,8.985164e-003,-4.092948e+001,2020-06-23T17:02:15.753000,Normal,
73,0.000000e+000,8.985164e-003,-4.092948e+001,2020-06-23T17:02:15.803000,Normal,
74,0.000000e+000,9.021675e-003,-4.089426e+001,2020-06-23T17:02:15.853000,Normal,
75,0.000000e+000,9.021675e-003,-4.089426e+001,2020-06-23T17:02:15.903000,Normal,
76,0.000000e+000,9.138507e-003,-4.078249e+001,2020-06-23T17:02:15.953000,Normal,
77,0.000000e+000,9.138507e-003,-4.078249e+001,2020-06-23T17:02:16.003000,Normal,
78,0.000000e+000,9.374665e-003,-4.056088e+001,2020-06-23T17:02:16.053000,Normal,
79,0.000000e+000,9.374665e-003,-4.056088e+001,2020-06-23T17:02:16.104000,Normal,
80,0.000000e+000,9.445780e-003,-4.049524e+001,2020-06-23T17:02:16.153000,Normal,
81,0.000000e+000,9.445780e-003,-4.049524e+001,2020-06-23T17:02:16.204000,Normal,
82,0.000000e+000,9.199346e-003,-4.072486e+001,2020-06-23T17:02:16.253000,Normal,
83,0.000000e+000,9.199346e-003,-4.072486e+001,2020-06-23T17:02:16.304000,Normal,
84,0.000000e+000,9.078687e-003,-4.083954e+001,2020-06-23T17:02:16.353000,Normal,
85,0.000000e+000,9.078687e-003,-4.083954e+001,2020-06-23T17:02:16.403000,Normal,
86,0.000000e+000,9.492575e-003,-4.045232e+001,2020-06-23T17:02:16.454000,Normal,
87,0.000000e+000,9.492575e-003,-4.045232e+001,2020-06-23T17:02:16.503000,Normal,
88,0.000000e+000,1.014317e-002,-3.987652e+001,2020-06-23T17:02:16.554000,Normal,
89,0.000000e+000,1.014317e-002,-3.987652e+001,2020-06-23T17:02:16.603000,Normal,
90,0.000000e+000,1.058416e-002,-3.950687e+001,2020-06-23T17:02:16.654000,Normal,
91,0.000000e+000,1.058416e-002,-3.950687e+001,2020-06-23T17:02:16.703000,Normal,
92,0.000000e+000,1.065704e-002,-3.944727e+001,2020-06-23T17:02:16.753000,Normal,
93,0.000000e+000,1.065704e-002,-3.944727e+001,2020-06-23T17:02:16.804000,Normal,
94,0.000000e+000,1.045006e-002,-3.961763e+001,2020-06-23T17:02:16.853000,Normal,
95,0.000000e+000,1.045006e-002,-3.961763e+001,2020-06-23T17:02:16.904000,Normal,
96,0.000000e+000,1.017805e-002,-3.984671e+001,2020-06-23T17:02:16.953000,Normal,
97,0.000000e+000,1.017805e-002,-3.984671e+001,2020-06-23T17:02:17.004000,Normal,
98,0.000000e+000,1.000392e-002,-3.999660e+001,2020-06-23T17:02:17.053000,Normal,
99,0.000000e+000,1.000392e-002,-3.999660e+001,2020-06-23T17:02:17.104000,Normal,
100,0.000000e+000,9.934237e-003,-4.005731e+001,2020-06-23T17:02:17.154000,Normal,
101,0.000000e+000,9.934237e-003,-4.005731e+001,2020-06-23T17:02:17.204000,Normal,
102,0.000000e+000,9.884880e-003,-4.010057e+001,2020-06-23T17:02:17.254000,Normal,
103,0.000000e+000,9.884880e-003,-4.010057e+001,2020-06-23T17:02:17.304000,Normal,
104,0.000000e+000,9.739181e-003,-4.022955e+001,2020-06-23T17:02:17.354000,Normal,
105,0.000000e+000,9.739181e-003,-4.022955e+001,2020-06-23T17:02:17.403000,Normal,
106,0.000000e+000,9.492704e-003,-4.045220e+001,2020-06-23T17:02:17.454000,Normal,
107,0.000000e+000,9.492704e-003,-4.045220e+001,2020-06-23T17:02:17.504000,Normal,
108,0.000000e+000,9.326051e-003,-4.060604e+001,2020-06-23T17:02:17.554000,Normal,
109,0.000000e+000,9.326051e-003,-4.060604e+001,2020-06-23T17:02:17.604000,Normal,
110,0.000000e+000,9.302167e-003,-4.062832e+001,2020-06-23T17:02:17.654000,Normal,
111,0.000000e+000,9.302167e-003,-4.062832e+001,2020-06-23T17:02:17.704000,Normal,
112,0.000000e+000,9.235315e-003,-4.069097e+001,2020-06-23T17:02:17.753000,Normal,
113,0.000000e+000,9.235315e-003,-4.069097e+001,2020-06-23T17:02:17.804000,Normal,
114,0.000000e+000,9.005117e-003,-4.091021e+001,2020-06-23T17:02:17.854000,Normal,
115,0.000000e+000,9.005117e-003,-4.091021e+001,2020-06-23T17:02:17.904000,Normal,
116,0.000000e+000,8.733673e-003,-4.117606e+001,2020-06-23T17:02:17.954000,Normal,
117,0.000000e+000,8.733673e-003,-4.117606e+001,2020-06-23T17:02:18.003000,Normal,
118,0.000000e+000,8.543154e-003,-4.136764e+001,2020-06-23T17:02:18.053000,Normal,
119,0.000000e+000,8.543154e-003,-4.136764e+001,2020-06-23T17:02:18.103000,Normal,
120,0.000000e+000,8.397029e-003,-4.151749e+001,2020-06-23T17:02:18.153000,Normal,
121,0.000000e+000,8.397029e-003,-4.151749e+001,2020-06-23T17:02:18.204000,Normal,
122,0.000000e+000,8.275054e-003,-4.164458e+001,2020-06-23T17:02:18.253000,Normal,
123,0.000000e+000,8.275054e-003,-4.164458e+001,2020-06-23T17:02:18.304000,Normal,
124,0.000000e+000,8.208214e-003,-4.171503e+001,2020-06-23T17:02:18.353000,Normal,
125,0.000000e+000,8.208214e-003,-4.171503e+001,2020-06-23T17:02:18.403000,Normal,
126,0.000000e+000,8.259021e-003,-4.166143e+001,2020-06-23T17:02:18.453000,Normal,
127,0.000000e+000,8.259021e-003,-4.166143e+001,2020-06-23T17:02:18.503000,Normal,
128,0.000000e+000,8.357019e-003,-4.155897e+001,2020-06-23T17:02:18.553000,Normal,
129,0.000000e+000,8.357019e-003,-4.155897e+001,2020-06-23T17:02:18.603000,Normal,
130,0.000000e+000,8.390514e-003,-4.152423e+001,2020-06-23T17:02:18.654000,Normal,
131,0.000000e+000,8.390514e-003,-4.152423e+001,2020-06-23T17:02:18.703000,Normal,
132,0.000000e+000,8.355862e-003,-4.156017e+001,2020-06-23T17:02:18.753000,Normal,
133,0.000000e+000,8.355862e-003,-4.156017e+001,2020-06-23T17:02:18.803000,Normal,
134,0.000000e+000,8.438328e-003,-4.147487e+001,2020-06-23T17:02:18.853000,Normal,
135,0.000000e+000,8.438328e-003,-4.147487e+001,2020-06-23T17:02:18.903000,Normal,
136,0.000000e+000,8.757081e-003,-4.115281e+001,2020-06-23T17:02:18.953000,Normal,
137,0.000000e+000,8.757081e-003,-4.115281e+001,2020-06-23T17:02:19.004000,Normal,
138,0.000000e+000,9.120890e-003,-4.079926e+001,2020-06-23T17:02:19.053000,Normal,
139,0.000000e+000,9.120890e-003,-4.079926e+001,2020-06-23T17:02:19.104000,Normal,
140,0.000000e+000,9.207444e-003,-4.071722e+001,2020-06-23T17:02:19.153000,Normal,
141,0.000000e+000,9.207444e-003,-4.071722e+001,2020-06-23T17:02:19.204000,Normal,
142,0.000000e+000,8.941661e-003,-4.097164e+001,2020-06-23T17:02:19.253000,Normal,
143,0.000000e+000,8.941661e-003,-4.097164e+001,2020-06-23T17:02:19.304000,Normal,
144,0.000000e+000,8.597913e-003,-4.131214e+001,2020-06-23T17:02:19.354000,Normal,
145,0.000000e+000,8.597913e-003,-4.131214e+001,2020-06-23T17:02:19.403000,Normal,
146,0.000000e+000,8.468193e-003,-4.144418e+001,2020-06-23T17:02:19.454000,Normal,
147,0.000000e+000,8.468193e-003,-4.144418e+001,2020-06-23T17:02:19.503000,Normal,
148,0.000000e+000,8.562982e-003,-4.134750e+001,2020-06-23T17:02:19.554000,Normal,
149,0.000000e+000,8.562982e-003,-4.134750e+001,2020-06-23T17:02:19.603000,Normal,
150,0.000000e+000,8.766788e-003,-4.114319e+001,2020-06-23T17:02:19.654000,Normal,
151,0.000000e+000,8.766788e-003,-4.114319e+001,2020-06-23T17:02:19.704000,Normal,
152,0.000000e+000,8.938979e-003,-4.097424e+001,2020-06-23T17:02:19.753000,Normal,
153,0.000000e+000,8.938979e-003,-4.097424e+001,2020-06-23T17:02:19.804000,Normal,
154,0.000000e+000,8.916476e-003,-4.099614e+001,2020-06-23T17:02:19.853000,Normal,
155,0.000000e+000,8.916476e-003,-4.099614e+001,2020-06-23T17:02:19.904000,Normal,
156,0.000000e+000,8.742660e-003,-4.116713e+001,2020-06-23T17:02:19.953000,Normal,
157,0.000000e+000,8.742660e-003,-4.116713e+001,2020-06-23T17:02:20.004000,Normal,
158,0.000000e+000,8.615882e-003,-4.129401e+001,2020-06-23T17:02:20.054000,Normal,
159,0.000000e+000,8.615882e-003,-4.129401e+001,2020-06-23T17:02:20.104000,Normal,
160,0.000000e+000,8.567419e-003,-4.134300e+001,2020-06-23T17:02:20.154000,Normal,
161,0.000000e+000,8.567419e-003,-4.134300e+001,2020-06-23T17:02:20.204000,Normal,
162,0.000000e+000,8.553589e-003,-4.135703e+001,2020-06-23T17:02:20.254000,Normal,
163,0.000000e+000,8.553589e-003,-4.135703e+001,2020-06-23T17:02:20.304000,Normal,
164,0.000000e+000,8.629854e-003,-4.127993e+001,2020-06-23T17:02:20.354000,Normal,
165,0.000000e+000,8.629854e-003,-4.127993e+001,2020-06-23T17:02:20.404000,Normal,
166,0.000000e+000,8.780269e-003,-4.112984e+001,2020-06-23T17:02:20.454000,Normal,
167,0.000000e+000,8.780269e-003,-4.112984e+001,2020-06-23T17:02:20.504000,Normal,
168,0.000000e+000,8.946366e-003,-4.096707e+001,2020-06-23T17:02:20.554000,Normal,
169,0.000000e+000,8.946366e-003,-4.096707e+001,2020-06-23T17:02:20.604000,Normal,
170,0.000000e+000,9.158309e-003,-4.076369e+001,2020-06-23T17:02:20.654000,Normal,
171,0.000000e+000,9.158309e-003,-4.076369e+001,2020-06-23T17:02:20.704000,Normal,
172,0.000000e+000,9.384279e-003,-4.055198e+001,2020-06-23T17:02:20.754000,Normal,
173,0.000000e+000,9.384279e-003,-4.055198e+001,2020-06-23T17:02:20.804000,Normal,
174,0.000000e+000,9.494921e-003,-4.045017e+001,2020-06-23T17:02:20.854000,Normal,
175,0.000000e+000,9.494921e-003,-4.045017e+001,2020-06-23T17:02:20.904000,Normal,
176,0.000000e+000,9.479889e-003,-4.046393e+001,2020-06-23T17:02:20.954000,Normal,
177,0.000000e+000,9.479889e-003,-4.046393e+001,2020-06-23T17:02:21.003000,Normal,
178,0.000000e+000,9.346535e-003,-4.058699e+001,2020-06-23T17:02:21.053000,Normal,
179,0.000000e+000,9.346535e-003,-4.058699e+001,2020-06-23T17:02:21.103000,Normal,
180,0.000000e+000,9.172589e-003,-4.075016e+001,2020-06-23T17:02:21.153000,Normal,
181,0.000000e+000,9.172589e-003,-4.075016e+001,2020-06-23T17:02:21.204000,Normal,
182,0.000000e+000,9.173689e-003,-4.074912e+001,2020-06-23T17:02:21.253000,Normal,
183,0.000000e+000,9.173689e-003,-4.074912e+001,2020-06-23T17:02:21.304000,Normal,
184,0.000000e+000,9.359827e-003,-4.057464e+001,2020-06-23T17:02:21.353000,Normal,
185,0.000000e+000,9.359827e-003,-4.057464e+001,2020-06-23T17:02:21.403000,Normal,
186,0.000000e+000,9.508157e-003,-4.043807e+001,2020-06-23T17:02:21.453000,Normal,
187,0.000000e+000,9.508157e-003,-4.043807e+001,2020-06-23T17:02:21.503000,Normal,
188,0.000000e+000,9.520334e-003,-4.042696e+001,2020-06-23T17:02:21.554000,Normal,
189,0.000000e+000,9.520334e-003,-4.042696e+001,2020-06-23T17:02:21.603000,Normal,
190,0.000000e+000,9.455430e-003,-4.048637e+001,2020-06-23T17:02:21.654000,Normal,
191,0.000000e+000,9.455430e-003,-4.048637e+001,2020-06-23T17:02:21.703000,Normal,
192,0.000000e+000,9.300853e-003,-4.062954e+001,2020-06-23T17:02:21.753000,Normal,
193,0.000000e+000,9.300853e-003,-4.062954e+001,2020-06-23T17:02:21.803000,Normal,
194,0.000000e+000,9.081688e-003,-4.083667e+001,2020-06-23T17:02:21.853000,Normal,
195,0.000000e+000,9.081688e-003,-4.083667e+001,2020-06-23T17:02:21.904000,Normal,
196,0.000000e+000,8.964133e-003,-4.094983e+001,2020-06-23T17:02:21.953000,Normal,
197,0.000000e+000,8.964133e-003,-4.094983e+001,2020-06-23T17:02:22.004000,Normal,
198,0.000000e+000,9.014299e-003,-4.090136e+001,2020-06-23T17:02:22.053000,Normal,
199,0.000000e+000,9.014299e-003,-4.090136e+001,2020-06-23T17:02:22.104000,Normal,
200,0.000000e+000,9.081564e-003,-4.083679e+001,2020-06-23T17:02:22.153000,Normal,
201,0.000000e+000,9.081564e-003,-4.083679e+001,2020-06-23T17:02:22.204000,Normal,
202,0.000000e+000,9.036594e-003,-4.087990e+001,2020-06-23T17:02:22.254000,Normal,
203,0.000000e+000,9.036594e-003,-4.087990e+001,2020-06-23T17:02:22.304000,Normal,
204,0.000000e+000,8.973466e-003,-4.094080e+001,2020-06-23T17:02:22.354000,Normal,
205,0.000000e+000,8.973466e-003,-4.094080e+001,2020-06-23T17:02:22.403000,Normal,
206,0.000000e+000,9.100856e-003,-4.081836e+001,2020-06-23T17:02:22.454000,Normal,
207,0.000000e+000,9.100856e-003,-4.081836e+001,2020-06-23T17:02:22.503000,Normal,
208,0.000000e+000,9.396679e-003,-4.054051e+001,2020-06-23T17:02:22.554000,Normal,
209,0.000000e+000,9.396679e-003,-4.054051e+001,2020-06-23T17:02:22.604000,Normal,
210,0.000000e+000,9.624438e-003,-4.033249e+001,2020-06-23T17:02:22.654000,Normal,
211,0.000000e+000,9.624438e-003,-4.033249e+001,2020-06-23T17:02:22.704000,Normal,
212,0.000000e+000,9.634693e-003,-4.032324e+001,2020-06-23T17:02:22.753000,Normal,
213,0.000000e+000,9.634693e-003,-4.032324e+001,2020-06-23T17:02:22.804000,Normal,
214,0.000000e+000,9.490811e-003,-4.045393e+001,2020-06-23T17:02:22.853000,Normal,
215,0.000000e+000,9.490811e-003,-4.045393e+001,2020-06-23T17:02:22.904000,Normal,
216,0.000000e+000,9.471194e-003,-4.047191e+001,2020-06-23T17:02:22.954000,Normal,
217,0.000000e+000,9.471194e-003,-4.047191e+001,2020-06-23T17:02:23.003000,Normal,
218,0.000000e+000,9.670364e-003,-4.029114e+001,2020-06-23T17:02:23.053000,Normal,
219,0.000000e+000,9.670364e-003,-4.029114e+001,2020-06-23T17:02:23.103000,Normal,
220,0.000000e+000,9.904689e-003,-4.008318e+001,2020-06-23T17:02:23.153000,Normal,
221,0.000000e+000,9.904689e-003,-4.008318e+001,2020-06-23T17:02:23.203000,Normal,
222,0.000000e+000,1.001345e-002,-3.998833e+001,2020-06-23T17:02:23.253000,Normal,
223,0.000000e+000,1.001345e-002,-3.998833e+001,2020-06-23T17:02:23.304000,Normal,
224,0.000000e+000,9.943478e-003,-4.004923e+001,2020-06-23T17:02:23.353000,Normal,
225,0.000000e+000,9.943478e-003,-4.004923e+001,2020-06-23T17:02:23.403000,Normal,
226,0.000000e+000,9.620343e-003,-4.033619e+001,2020-06-23T17:02:23.453000,Normal,
227,0.000000e+000,9.620343e-003,-4.033619e+001,2020-06-23T17:02:23.503000,Normal,
228,0.000000e+000,9.112276e-003,-4.080746e+001,2020-06-23T17:02:23.553000,Normal,
229,0.000000e+000,9.112276e-003,-4.080746e+001,2020-06-23T17:02:23.603000,Normal,
230,0.000000e+000,8.734998e-003,-4.117474e+001,2020-06-23T17:02:23.653000,Normal,
231,0.000000e+000,8.734998e-003,-4.117474e+001,2020-06-23T17:02:23.703000,Normal,
232,0.000000e+000,8.632905e-003,-4.127686e+001,2020-06-23T17:02:23.753000,Normal,
233,0.000000e+000,8.632905e-003,-4.127686e+001,2020-06-23T17:02:23.803000,Normal,
234,0.000000e+000,8.640598e-003,-4.126912e+001,2020-06-23T17:02:23.853000,Normal,
235,0.000000e+000,8.640598e-003,-4.126912e+001,2020-06-23T17:02:23.903000,Normal,
236,0.000000e+000,8.590987e-003,-4.131914e+001,2020-06-23T17:02:23.953000,Normal,
237,0.000000e+000,8.590987e-003,-4.131914e+001,2020-06-23T17:02:24.003000,Normal,
238,0.000000e+000,8.516375e-003,-4.139490e+001,2020-06-23T17:02:24.053000,Normal,
239,0.000000e+000,8.516375e-003,-4.139490e+001,2020-06-23T17:02:24.104000,Normal,
240,0.000000e+000,8.541517e-003,-4.136930e+001,2020-06-23T17:02:24.153000,Normal,
241,0.000000e+000,8.541517e-003,-4.136930e+001,2020-06-23T17:02:24.204000,Normal,
242,0.000000e+000,8.701432e-003,-4.120818e+001,2020-06-23T17:02:24.253000,Normal,
243,0.000000e+000,8.701432e-003,-4.120818e+001,2020-06-23T17:02:24.304000,Normal,
244,0.000000e+000,8.868706e-003,-4.104279e+001,2020-06-23T17:02:24.353000,Normal,
245,0.000000e+000,8.868706e-003,-4.104279e+001,2020-06-23T17:02:24.403000,Normal,
246,0.000000e+000,8.959798e-003,-4.095404e+001,2020-06-23T17:02:24.454000,Normal,
247,0.000000e+000,8.959798e-003,-4.095404e+001,2020-06-23T17:02:24.503000,Normal,
248,0.000000e+000,9.032116e-003,-4.088421e+001,2020-06-23T17:02:24.554000,Normal,
249,0.000000e+000,9.032116e-003,-4.088421e+001,2020-06-23T17:02:24.603000,Normal,
250,0.000000e+000,9.080798e-003,-4.083752e+001,2020-06-23T17:02:24.654000,Normal,
251,0.000000e+000,9.080798e-003,-4.083752e+001,2020-06-23T17:02:24.703000,Normal,
252,0.000000e+000,9.037089e-003,-4.087943e+001,2020-06-23T17:02:24.753000,Normal,
253,0.000000e+000,9.037089e-003,-4.087943e+001,2020-06-23T17:02:24.804000,Normal,
254,0.000000e+000,8.985123e-003,-4.092952e+001,2020-06-23T17:02:24.853000,Normal,
255,0.000000e+000,8.985123e-003,-4.092952e+001,2020-06-23T17:02:24.904000,Normal,
256,0.000000e+000,9.039357e-003,-4.087725e+001,2020-06-23T17:02:24.953000,Normal,
257,0.000000e+000,9.039357e-003,-4.087725e+001,2020-06-23T17:02:25.004000,Normal,
258,0.000000e+000,9.089882e-003,-4.082883e+001,2020-06-23T17:02:25.053000,Normal,
259,0.000000e+000,9.089882e-003,-4.082883e+001,2020-06-23T17:02:25.104000,Normal,
260,0.000000e+000,9.017252e-003,-4.089852e+001,2020-06-23T17:02:25.154000,Normal,
261,0.000000e+000,9.017252e-003,-4.089852e+001,2020-06-23T17:02:25.204000,Normal,
262,0.000000e+000,8.888228e-003,-4.102370e+001,2020-06-23T17:02:25.254000,Normal,
263,0.000000e+000,8.888228e-003,-4.102370e+001,2020-06-23T17:02:25.304000,Normal,
264,0.000000e+000,8.759084e-003,-4.115083e+001,2020-06-23T17:02:25.354000,Normal,
265,0.000000e+000,8.759084e-003,-4.115083e+001,2020-06-23T17:02:25.403000,Normal,
266,0.000000e+000,8.619277e-003,-4.129058e+001,2020-06-23T17:02:25.454000,Normal,
267,0.000000e+000,8.619277e-003,-4.129058e+001,2020-06-23T17:02:25.504000,Normal,
268,0.000000e+000,8.548916e-003,-4.136178e+001,2020-06-23T17:02:25.554000,Normal,
269,0.000000e+000,8.548916e-003,-4.136178e+001,2020-06-23T17:02:25.604000,Normal,
270,0.000000e+000,8.516502e-003,-4.139477e+001,2020-06-23T17:02:25.654000,Normal,
271,0.000000e+000,8.516502e-003,-4.139477e+001,2020-06-23T17:02:25.704000,Normal,
272,0.000000e+000,8.422591e-003,-4.149109e+001,2020-06-23T17:02:25.753000,Normal,
273,0.000000e+000,8.422591e-003,-4.149109e+001,2020-06-23T17:02:25.804000,Normal,
274,0.000000e+000,8.385243e-003,-4.152969e+001,2020-06-23T17:02:25.854000,Normal,
275,0.000000e+000,8.385243e-003,-4.152969e+001,2020-06-23T17:02:25.904000,Normal,
276,0.000000e+000,8.529602e-003,-4.138142e+001,2020-06-23T17:02:25.954000,Normal,
277,0.000000e+000,8.529602e-003,-4.138142e+001,2020-06-23T17:02:26.003000,Normal,
278,0.000000e+000,8.740300e-003,-4.116947e+001,2020-06-23T17:02:26.053000,Normal,
279,0.000000e+000,8.740300e-003,-4.116947e+001,2020-06-23T17:02:26.103000,Normal,
280,0.000000e+000,8.855873e-003,-4.105537e+001,2020-06-23T17:02:26.153000,Normal,
281,0.000000e+000,8.855873e-003,-4.105537e+001,2020-06-23T17:02:26.203000,Normal,
282,0.000000e+000,8.834220e-003,-4.107664e+001,2020-06-23T17:02:26.253000,Normal,
283,0.000000e+000,8.834220e-003,-4.107664e+001,2020-06-23T17:02:26.304000,Normal,
284,0.000000e+000,8.752853e-003,-4.115701e+001,2020-06-23T17:02:26.353000,Normal,
285,0.000000e+000,8.752853e-003,-4.115701e+001,2020-06-23T17:02:26.403000,Normal,
286,0.000000e+000,8.710627e-003,-4.119901e+001,2020-06-23T17:02:26.453000,Normal,
