file name,FFT_1
date,2020-Jun-23 17:02:11.404002
desc,
note,
ch_name,Ch1
ch_type,Overall
x_unit,
y_unit,g
unit,g
db_ref,1.000000e+000
detection,rms
data
record,rpm,value,value(dB),time,alarm,note
287,0.000000e+000,8.710627e-003,-4.119901e+001,2020-06-23T17:02:26.503000,Normal,
288,0.000000e+000,8.653670e-003,-4.125599e+001,2020-06-23T17:02:26.553000,Normal,
289,0.000000e+000,8.653670e-003,-4.125599e+001,2020-06-23T17:02:26.603000,Normal,
290,0.000000e+000,8.511262e-003,-4.140012e+001,2020-06-23T17:02:26.654000,Normal,
291,0.000000e+000,8.511262e-003,-4.140012e+001,2020-06-23T17:02:26.703000,Normal,
292,0.000000e+000,8.412490e-003,-4.150151e+001,2020-06-23T17:02:26.753000,Normal,
293,0.000000e+000,8.412490e-003,-4.150151e+001,2020-06-23T17:02:26.803000,Normal,
294,0.000000e+000,8.429347e-003,-4.148412e+001,2020-06-23T17:02:26.853000,Normal,
295,0.000000e+000,8.429347e-003,-4.148412e+001,2020-06-23T17:02:26.903000,Normal,
296,0.000000e+000,8.396816e-003,-4.151771e+001,2020-06-23T17:02:26.953000,Normal,
297,0.000000e+000,8.396816e-003,-4.151771e+001,2020-06-23T17:02:27.004000,Normal,
298,0.000000e+000,8.254274e-003,-4.166642e+001,2020-06-23T17:02:27.053000,Normal,
299,0.000000e+000,8.254274e-003,-4.166642e+001,2020-06-23T17:02:27.104000,Normal,
300,0.000000e+000,8.120165e-003,-4.180870e+001,2020-06-23T17:02:27.153000,Normal,
301,0.000000e+000,8.120165e-003,-4.180870e+001,2020-06-23T17:02:27.204000,Normal,
302,0.000000e+000,8.088626e-003,-4.184251e+001,2020-06-23T17:02:27.253000,Normal,
303,0.000000e+000,8.088626e-003,-4.184251e+001,2020-06-23T17:02:27.304000,Normal,
304,0.000000e+000,8.134542e-003,-4.179334e+001,2020-06-23T17:02:27.354000,Normal,
305,0.000000e+000,8.134542e-003,-4.179334e+001,2020-06-23T17:02:27.403000,Normal,
306,0.000000e+000,8.227489e-003,-4.169465e+001,2020-06-23T17:02:27.454000,Normal,
307,0.000000e+000,8.227489e-003,-4.169465e+001,2020-06-23T17:02:27.503000,Normal,
308,0.000000e+000,8.405358e-003,-4.150888e+001,2020-06-23T17:02:27.554000,Normal,
309,0.000000e+000,8.405358e-003,-4.150888e+001,2020-06-23T17:02:27.603000,Normal,
310,0.000000e+000,8.664467e-003,-4.124516e+001,2020-06-23T17:02:27.654000,Normal,
311,0.000000e+000,8.664467e-003,-4.124516e+001,2020-06-23T17:02:27.704000,Normal,
312,0.000000e+000,8.812030e-003,-4.109848e+001,2020-06-23T17:02:27.753000,Normal,
313,0.000000e+000,8.812030e-003,-4.109848e+001,2020-06-23T17:02:27.804000,Normal,
314,0.000000e+000,8.671649e-003,-4.123797e+001,2020-06-23T17:02:27.853000,Normal,
315,0.000000e+000,8.671649e-003,-4.123797e+001,2020-06-23T17:02:27.904000,Normal,
316,0.000000e+000,8.379581e-003,-4.153555e+001,2020-06-23T17:02:27.953000,Normal,
317,0.000000e+000,8.379581e-003,-4.153555e+001,2020-06-23T17:02:28.004000,Normal,
318,0.000000e+000,8.179570e-003,-4.174539e+001,2020-06-23T17:02:28.054000,Normal,
319,0.000000e+000,8.179570e-003,-4.174539e+001,2020-06-23T17:02:28.104000,Normal,
320,0.000000e+000,8.088485e-003,-4.184266e+001,2020-06-23T17:02:28.154000,Normal,
321,0.000000e+000,8.088485e-003,-4.184266e+001,2020-06-23T17:02:28.204000,Normal,
322,0.000000e+000,7.978149e-003,-4.196196e+001,2020-06-23T17:02:28.254000,Normal,
323,0.000000e+000,7.978149e-003,-4.196196e+001,2020-06-23T17:02:28.304000,Normal,
324,0.000000e+000,7.831375e-003,-4.212324e+001,2020-06-23T17:02:28.354000,Normal,
325,0.000000e+000,7.831375e-003,-4.212324e+001,2020-06-23T17:02:28.404000,Normal,
326,0.000000e+000,7.741702e-003,-4.222327e+001,2020-06-23T17:02:28.454000,Normal,
327,0.000000e+000,7.741702e-003,-4.222327e+001,2020-06-23T17:02:28.504000,Normal,
328,0.000000e+000,7.750181e-003,-4.221376e+001,2020-06-23T17:02:28.554000,Normal,
329,0.000000e+000,7.750181e-003,-4.221376e+001,2020-06-23T17:02:28.604000,Normal,
330,0.000000e+000,7.820242e-003,-4.213560e+001,2020-06-23T17:02:28.654000,Normal,
331,0.000000e+000,7.820242e-003,-4.213560e+001,2020-06-23T17:02:28.704000,Normal,
332,0.000000e+000,7.906722e-003,-4.204007e+001,2020-06-23T17:02:28.753000,Normal,
333,0.000000e+000,7.906722e-003,-4.204007e+001,2020-06-23T17:02:28.804000,Normal,
334,0.000000e+000,8.002566e-003,-4.193541e+001,2020-06-23T17:02:28.854000,Normal,
335,0.000000e+000,8.002566e-003,-4.193541e+001,2020-06-23T17:02:28.904000,Normal,
336,0.000000e+000,8.060958e-003,-4.187227e+001,2020-06-23T17:02:28.954000,Normal,
337,0.000000e+000,8.060958e-003,-4.187227e+001,2020-06-23T17:02:29.003000,Normal,
338,0.000000e+000,8.033599e-003,-4.190180e+001,2020-06-23T17:02:29.053000,Normal,
339,0.000000e+000,8.033599e-003,-4.190180e+001,2020-06-23T17:02:29.103000,Normal,
340,0.000000e+000,7.933898e-003,-4.201027e+001,2020-06-23T17:02:29.153000,Normal,
341,0.000000e+000,7.933898e-003,-4.201027e+001,2020-06-23T17:02:29.204000,Normal,
342,0.000000e+000,7.721699e-003,-4.224574e+001,2020-06-23T17:02:29.253000,Normal,
343,0.000000e+000,7.721699e-003,-4.224574e+001,2020-06-23T17:02:29.304000,Normal,
344,0.000000e+000,7.493949e-003,-4.250579e+001,2020-06-23T17:02:29.353000,Normal,
345,0.000000e+000,7.493949e-003,-4.250579e+001,2020-06-23T17:02:29.403000,Normal,
346,0.000000e+000,7.488351e-003,-4.251228e+001,2020-06-23T17:02:29.453000,Normal,
347,0.000000e+000,7.488351e-003,-4.251228e+001,2020-06-23T17:02:29.503000,Normal,
348,0.000000e+000,7.701082e-003,-4.226896e+001,2020-06-23T17:02:29.554000,Normal,
349,0.000000e+000,7.701082e-003,-4.226896e+001,2020-06-23T17:02:29.603000,Normal,
350,0.000000e+000,7.953707e-003,-4.198861e+001,2020-06-23T17:02:29.654000,Normal,
351,0.000000e+000,7.953707e-003,-4.198861e+001,2020-06-23T17:02:29.703000,Normal,
352,0.000000e+000,8.224409e-003,-4.169791e+001,2020-06-23T17:02:29.753000,Normal,
353,0.000000e+000,8.224409e-003,-4.169791e+001,2020-06-23T17:02:29.803000,Normal,
354,0.000000e+000,8.528667e-003,-4.138238e+001,2020-06-23T17:02:29.853000,Normal,
355,0.000000e+000,8.528667e-003,-4.138238e+001,2020-06-23T17:02:29.904000,Normal,
356,0.000000e+000,8.739889e-003,-4.116988e+001,2020-06-23T17:02:29.953000,Normal,
357,0.000000e+000,8.739889e-003,-4.116988e+001,2020-06-23T17:02:30.004000,Normal,
358,0.000000e+000,8.752423e-003,-4.115743e+001,2020-06-23T17:02:30.053000,Normal,
359,0.000000e+000,8.752423e-003,-4.115743e+001,2020-06-23T17:02:30.104000,Normal,
360,0.000000e+000,8.619428e-003,-4.129043e+001,2020-06-23T17:02:30.153000,Normal,
361,0.000000e+000,8.619428e-003,-4.129043e+001,2020-06-23T17:02:30.204000,Normal,
362,0.000000e+000,8.418421e-003,-4.149539e+001,2020-06-23T17:02:30.254000,Normal,
363,0.000000e+000,8.418421e-003,-4.149539e+001,2020-06-23T17:02:30.304000,Normal,
364,0.000000e+000,8.195692e-003,-4.172829e+001,2020-06-23T17:02:30.354000,Normal,
365,0.000000e+000,8.195692e-003,-4.172829e+001,2020-06-23T17:02:30.403000,Normal,
366,0.000000e+000,7.964284e-003,-4.197707e+001,2020-06-23T17:02:30.454000,Normal,
367,0.000000e+000,7.964284e-003,-4.197707e+001,2020-06-23T17:02:30.503000,Normal,
368,0.000000e+000,1.001418e-002,-3.998769e+001,2020-06-23T17:02:30.554000,Normal,
369,0.000000e+000,1.001418e-002,-3.998769e+001,2020-06-23T17:02:30.604000,Normal,
370,0.000000e+000,4.787249e-002,-2.639828e+001,2020-06-23T17:02:30.654000,Normal,
371,0.000000e+000,4.787249e-002,-2.639828e+001,2020-06-23T17:02:30.704000,Normal,
372,0.000000e+000,1.139244e-001,-1.886766e+001,2020-06-23T17:02:30.753000,Normal,
373,0.000000e+000,1.139244e-001,-1.886766e+001,2020-06-23T17:02:30.804000,Normal,
374,0.000000e+000,1.760217e-001,-1.508868e+001,2020-06-23T17:02:30.853000,Normal,
375,0.000000e+000,1.760217e-001,-1.508868e+001,2020-06-23T17:02:30.904000,Normal,
376,0.000000e+000,2.054838e-001,-1.374445e+001,2020-06-23T17:02:30.954000,Normal,
377,0.000000e+000,2.054838e-001,-1.374445e+001,2020-06-23T17:02:31.004000,Normal,
378,0.000000e+000,1.920601e-001,-1.433126e+001,2020-06-23T17:02:31.054000,Normal,
379,0.000000e+000,1.920601e-001,-1.433126e+001,2020-06-23T17:02:31.104000,Normal,
380,0.000000e+000,1.504218e-001,-1.645378e+001,2020-06-23T17:02:31.154000,Normal,
381,0.000000e+000,1.504218e-001,-1.645378e+001,2020-06-23T17:02:31.204000,Normal,
382,0.000000e+000,1.088267e-001,-1.926529e+001,2020-06-23T17:02:31.254000,Normal,
383,0.000000e+000,1.088267e-001,-1.926529e+001,2020-06-23T17:02:31.304000,Normal,
384,0.000000e+000,8.383531e-002,-2.153146e+001,2020-06-23T17:02:31.354000,Normal,
385,0.000000e+000,8.383531e-002,-2.153146e+001,2020-06-23T17:02:31.404000,Normal,
386,0.000000e+000,7.651436e-002,-2.232514e+001,2020-06-23T17:02:31.454000,Normal,
387,0.000000e+000,7.651436e-002,-2.232514e+001,2020-06-23T17:02:31.504000,Normal,
388,0.000000e+000,8.168846e-002,-2.175679e+001,2020-06-23T17:02:31.554000,Normal,
389,0.000000e+000,8.168846e-002,-2.175679e+001,2020-06-23T17:02:31.604000,Normal,
390,0.000000e+000,9.272089e-002,-2.065645e+001,2020-06-23T17:02:31.654000,Normal,
391,0.000000e+000,9.272089e-002,-2.065645e+001,2020-06-23T17:02:31.704000,Normal,
392,0.000000e+000,1.019994e-001,-1.982804e+001,2020-06-23T17:02:31.754000,Normal,
393,0.000000e+000,1.019994e-001,-1.982804e+001,2020-06-23T17:02:31.804000,Normal,
394,0.000000e+000,1.095136e-001,-1.921064e+001,2020-06-23T17:02:31.854000,Normal,
395,0.000000e+000,1.095136e-001,-1.921064e+001,2020-06-23T17:02:31.904000,Normal,
396,0.000000e+000,1.246479e-001,-1.808630e+001,2020-06-23T17:02:31.954000,Normal,
397,0.000000e+000,1.246479e-001,-1.808630e+001,2020-06-23T17:02:32.003000,Normal,
398,0.000000e+000,1.482574e-001,-1.657967e+001,2020-06-23T17:02:32.053000,Normal,
399,0.000000e+000,1.482574e-001,-1.657967e+001,2020-06-23T17:02:32.104000,Normal,
400,0.000000e+000,1.660738e-001,-1.559398e+001,2020-06-23T17:02:32.153000,Normal,
401,0.000000e+000,1.660738e-001,-1.559398e+001,2020-06-23T17:02:32.204000,Normal,
402,0.000000e+000,1.704441e-001,-1.536836e+001,2020-06-23T17:02:32.253000,Normal,
403,0.000000e+000,1.704441e-001,-1.536836e+001,2020-06-23T17:02:32.304000,Normal,
404,0.000000e+000,1.699427e-001,-1.539395e+001,2020-06-23T17:02:32.353000,Normal,
405,0.000000e+000,1.699427e-001,-1.539395e+001,2020-06-23T17:02:32.403000,Normal,
406,0.000000e+000,1.764460e-001,-1.506776e+001,2020-06-23T17:02:32.454000,Normal,
407,0.000000e+000,1.764460e-001,-1.506776e+001,2020-06-23T17:02:32.503000,Normal,
408,0.000000e+000,1.999485e-001,-1.398164e+001,2020-06-23T17:02:32.554000,Normal,
409,0.000000e+000,1.999485e-001,-1.398164e+001,2020-06-23T17:02:32.603000,Normal,
410,0.000000e+000,2.489120e-001,-1.207908e+001,2020-06-23T17:02:32.654000,Normal,
411,0.000000e+000,2.489120e-001,-1.207908e+001,2020-06-23T17:02:32.703000,Normal,
412,0.000000e+000,2.961545e-001,-1.056963e+001,2020-06-23T17:02:32.753000,Normal,
413,0.000000e+000,2.961545e-001,-1.056963e+001,2020-06-23T17:02:32.804000,Normal,
414,0.000000e+000,3.074466e-001,-1.024461e+001,2020-06-23T17:02:32.853000,Normal,
415,0.000000e+000,3.074466e-001,-1.024461e+001,2020-06-23T17:02:32.904000,Normal,
416,0.000000e+000,2.860393e-001,-1.087149e+001,2020-06-23T17:02:32.953000,Normal,
417,0.000000e+000,2.860393e-001,-1.087149e+001,2020-06-23T17:02:33.004000,Normal,
418,0.000000e+000,2.671002e-001,-1.146652e+001,2020-06-23T17:02:33.053000,Normal,
419,0.000000e+000,2.671002e-001,-1.146652e+001,2020-06-23T17:02:33.104000,Normal,
420,0.000000e+000,2.663473e-001,-1.149103e+001,2020-06-23T17:02:33.154000,Normal,
421,0.000000e+000,2.663473e-001,-1.149103e+001,2020-06-23T17:02:33.204000,Normal,
422,0.000000e+000,2.742520e-001,-1.123700e+001,2020-06-23T17:02:33.254000,Normal,
423,0.000000e+000,2.742520e-001,-1.123700e+001,2020-06-23T17:02:33.304000,Normal,
424,0.000000e+000,2.936938e-001,-1.064210e+001,2020-06-23T17:02:33.354000,Normal,
425,0.000000e+000,2.936938e-001,-1.064210e+001,2020-06-23T17:02:33.403000,Normal,
426,0.000000e+000,3.165137e-001,-9.992150e+000,2020-06-23T17:02:33.454000,Normal,
427,0.000000e+000,3.165137e-001,-9.992150e+000,2020-06-23T17:02:33.504000,Normal,
428,0.000000e+000,3.264197e-001,-9.724473e+000,2020-06-23T17:02:33.554000,Normal,
429,0.000000e+000,3.264197e-001,-9.724473e+000,2020-06-23T17:02:33.604000,Normal,
430,0.000000e+000,3.254076e-001,-9.751446e+000,2020-06-23T17:02:33.654000,Normal,
431,0.000000e+000,3.254076e-001,-9.751446e+000,2020-06-23T17:02:33.704000,Normal,
432,0.000000e+000,3.274988e-001,-9.695806e+000,2020-06-23T17:02:33.753000,Normal,
433,0.000000e+000,3.274988e-001,-9.695806e+000,2020-06-23T17:02:33.804000,Normal,
434,0.000000e+000,3.398255e-001,-9.374881e+000,2020-06-23T17:02:33.853000,Normal,
435,0.000000e+000,3.398255e-001,-9.374881e+000,2020-06-23T17:02:33.904000,Normal,
436,0.000000e+000,3.621651e-001,-8.821869e+000,2020-06-23T17:02:33.954000,Normal,
437,0.000000e+000,3.621651e-001,-8.821869e+000,2020-06-23T17:02:34.003000,Normal,
438,0.000000e+000,3.848503e-001,-8.294165e+000,2020-06-23T17:02:34.053000,Normal,
439,0.000000e+000,3.848503e-001,-8.294165e+000,2020-06-23T17:02:34.103000,Normal,
440,0.000000e+000,3.914168e-001,-8.147210e+000,2020-06-23T17:02:34.153000,Normal,
441,0.000000e+000,3.914168e-001,-8.147210e+000,2020-06-23T17:02:34.203000,Normal,
442,0.000000e+000,3.790215e-001,-8.426724e+000,2020-06-23T17:02:34.253000,Normal,
443,0.000000e+000,3.790215e-001,-8.426724e+000,2020-06-23T17:02:34.304000,Normal,
444,0.000000e+000,3.645217e-001,-8.765531e+000,2020-06-23T17:02:34.353000,Normal,
445,0.000000e+000,3.645217e-001,-8.765531e+000,2020-06-23T17:02:34.403000,Normal,
446,0.000000e+000,3.626718e-001,-8.809725e+000,2020-06-23T17:02:34.453000,Normal,
447,0.000000e+000,3.626718e-001,-8.809725e+000,2020-06-23T17:02:34.503000,Normal,
448,0.000000e+000,3.734176e-001,-8.556104e+000,2020-06-23T17:02:34.553000,Normal,
449,0.000000e+000,3.734176e-001,-8.556104e+000,2020-06-23T17:02:34.603000,Normal,
450,0.000000e+000,3.932564e-001,-8.106483e+000,2020-06-23T17:02:34.654000,Normal,
451,0.000000e+000,3.932564e-001,-8.106483e+000,2020-06-23T17:02:34.703000,Normal,
452,0.000000e+000,4.144914e-001,-7.649690e+000,2020-06-23T17:02:34.753000,Normal,
453,0.000000e+000,4.144914e-001,-7.649690e+000,2020-06-23T17:02:34.803000,Normal,
454,0.000000e+000,4.268799e-001,-7.393885e+000,2020-06-23T17:02:34.853000,Normal,
455,0.000000e+000,4.268799e-001,-7.393885e+000,2020-06-23T17:02:34.903000,Normal,
456,0.000000e+000,4.278292e-001,-7.374591e+000,2020-06-23T17:02:34.953000,Normal,
457,0.000000e+000,4.278292e-001,-7.374591e+000,2020-06-23T17:02:35.004000,Normal,
458,0.000000e+000,4.234234e-001,-7.464503e+000,2020-06-23T17:02:35.053000,Normal,
459,0.000000e+000,4.234234e-001,-7.464503e+000,2020-06-23T17:02:35.104000,Normal,
460,0.000000e+000,4.246127e-001,-7.440139e+000,2020-06-23T17:02:35.153000,Normal,
461,0.000000e+000,4.246127e-001,-7.440139e+000,2020-06-23T17:02:35.204000,Normal,
462,0.000000e+000,4.452128e-001,-7.028647e+000,2020-06-23T17:02:35.253000,Normal,
463,0.000000e+000,4.452128e-001,-7.028647e+000,2020-06-23T17:02:35.304000,Normal,
464,0.000000e+000,4.887755e-001,-6.217812e+000,2020-06-23T17:02:35.354000,Normal,
465,0.000000e+000,4.887755e-001,-6.217812e+000,2020-06-23T17:02:35.403000,Normal,
466,0.000000e+000,5.467421e-001,-5.244350e+000,2020-06-23T17:02:35.454000,Normal,
467,0.000000e+000,5.467421e-001,-5.244350e+000,2020-06-23T17:02:35.503000,Normal,
468,0.000000e+000,5.884221e-001,-4.606221e+000,2020-06-23T17:02:35.554000,Normal,
469,0.000000e+000,5.884221e-001,-4.606221e+000,2020-06-23T17:02:35.603000,Normal,
470,0.000000e+000,5.776895e-001,-4.766110e+000,2020-06-23T17:02:35.654000,Normal,
471,0.000000e+000,5.776895e-001,-4.766110e+000,2020-06-23T17:02:35.704000,Normal,
472,0.000000e+000,5.203971e-001,-5.673303e+000,2020-06-23T17:02:35.753000,Normal,
473,0.000000e+000,5.203971e-001,-5.673303e+000,2020-06-23T17:02:35.804000,Normal,
474,0.000000e+000,4.730624e-001,-6.501631e+000,2020-06-23T17:02:35.853000,Normal,
475,0.000000e+000,4.730624e-001,-6.501631e+000,2020-06-23T17:02:35.904000,Normal,
476,0.000000e+000,4.744455e-001,-6.476274e+000,2020-06-23T17:02:35.953000,Normal,
477,0.000000e+000,4.744455e-001,-6.476274e+000,2020-06-23T17:02:36.004000,Normal,
478,0.000000e+000,4.957059e-001,-6.095518e+000,2020-06-23T17:02:36.054000,Normal,
479,0.000000e+000,4.957059e-001,-6.095518e+000,2020-06-23T17:02:36.104000,Normal,
480,0.000000e+000,5.076925e-001,-5.887986e+000,2020-06-23T17:02:36.154000,Normal,
481,0.000000e+000,5.076925e-001,-5.887986e+000,2020-06-23T17:02:36.204000,Normal,
482,0.000000e+000,5.044876e-001,-5.942990e+000,2020-06-23T17:02:36.254000,Normal,
483,0.000000e+000,5.044876e-001,-5.942990e+000,2020-06-23T17:02:36.304000,Normal,
484,0.000000e+000,4.904205e-001,-6.188628e+000,2020-06-23T17:02:36.354000,Normal,
485,0.000000e+000,4.904205e-001,-6.188628e+000,2020-06-23T17:02:36.403000,Normal,
486,0.000000e+000,4.792033e-001,-6.389604e+000,2020-06-23T17:02:36.454000,Normal,
487,0.000000e+000,4.792033e-001,-6.389604e+000,2020-06-23T17:02:36.504000,Normal,
488,0.000000e+000,4.784149e-001,-6.403906e+000,2020-06-23T17:02:36.554000,Normal,
489,0.000000e+000,4.784149e-001,-6.403906e+000,2020-06-23T17:02:36.604000,Normal,
490,0.000000e+000,4.829040e-001,-6.322785e+000,2020-06-23T17:02:36.654000,Normal,
491,0.000000e+000,4.829040e-001,-6.322785e+000,2020-06-23T17:02:36.704000,Normal,
492,0.000000e+000,4.866524e-001,-6.255623e+000,2020-06-23T17:02:36.753000,Normal,
493,0.000000e+000,4.866524e-001,-6.255623e+000,2020-06-23T17:02:36.804000,Normal,
494,0.000000e+000,4.871042e-001,-6.247562e+000,2020-06-23T17:02:36.854000,Normal,
495,0.000000e+000,4.871042e-001,-6.247562e+000,2020-06-23T17:02:36.904000,Normal,
496,0.000000e+000,4.854435e-001,-6.277226e+000,2020-06-23T17:02:36.954000,Normal,
497,0.000000e+000,4.854435e-001,-6.277226e+000,2020-06-23T17:02:37.003000,Normal,
498,0.000000e+000,4.833687e-001,-6.314430e+000,2020-06-23T17:02:37.053000,Normal,
499,0.000000e+000,4.833687e-001,-6.314430e+000,2020-06-23T17:02:37.103000,Normal,
500,0.000000e+000,4.809309e-001,-6.358347e+000,2020-06-23T17:02:37.153000,Normal,
501,0.000000e+000,4.809309e-001,-6.358347e+000,2020-06-23T17:02:37.204000,Normal,
502,0.000000e+000,4.780268e-001,-6.410955e+000,2020-06-23T17:02:37.253000,Normal,
503,0.000000e+000,4.780268e-001,-6.410955e+000,2020-06-23T17:02:37.304000,Normal,
504,0.000000e+000,4.765979e-001,-6.436958e+000,2020-06-23T17:02:37.353000,Normal,
505,0.000000e+000,4.765979e-001,-6.436958e+000,2020-06-23T17:02:37.403000,Normal,
506,0.000000e+000,4.785192e-001,-6.402014e+000,2020-06-23T17:02:37.453000,Normal,
507,0.000000e+000,4.785192e-001,-6.402014e+000,2020-06-23T17:02:37.503000,Normal,
508,0.000000e+000,4.826369e-001,-6.327590e+000,2020-06-23T17:02:37.554000,Normal,
509,0.000000e+000,4.826369e-001,-6.327590e+000,2020-06-23T17:02:37.603000,Normal,
510,0.000000e+000,4.859976e-001,-6.267318e+000,2020-06-23T17:02:37.654000,Normal,
511,0.000000e+000,4.859976e-001,-6.267318e+000,2020-06-23T17:02:37.703000,Normal,
512,0.000000e+000,4.860348e-001,-6.266652e+000,2020-06-23T17:02:37.753000,Normal,
513,0.000000e+000,4.860348e-001,-6.266652e+000,2020-06-23T17:02:37.803000,Normal,
514,0.000000e+000,4.848827e-001,-6.287267e+000,2020-06-23T17:02:37.853000,Normal,
515,0.000000e+000,4.848827e-001,-6.287267e+000,2020-06-23T17:02:37.904000,Normal,
516,0.000000e+000,4.853184e-001,-6.279464e+000,2020-06-23T17:02:37.953000,Normal,
517,0.000000e+000,4.853184e-001,-6.279464e+000,2020-06-23T17:02:38.004000,Normal,
518,0.000000e+000,4.881535e-001,-6.228872e+000,2020-06-23T17:02:38.053000,Normal,
519,0.000000e+000,4.881535e-001,-6.228872e+000,2020-06-23T17:02:38.104000,Normal,
520,0.000000e+000,4.919816e-001,-6.161022e+000,2020-06-23T17:02:38.153000,Normal,
521,0.000000e+000,4.919816e-001,-6.161022e+000,2020-06-23T17:02:38.204000,Normal,
522,0.000000e+000,4.909403e-001,-6.179427e+000,2020-06-23T17:02:38.254000,Normal,
523,0.000000e+000,4.909403e-001,-6.179427e+000,2020-06-23T17:02:38.304000,Normal,
524,0.000000e+000,4.818376e-001,-6.341987e+000,2020-06-23T17:02:38.354000,Normal,
525,0.000000e+000,4.818376e-001,-6.341987e+000,2020-06-23T17:02:38.403000,Normal,
526,0.000000e+000,4.718162e-001,-6.524543e+000,2020-06-23T17:02:38.454000,Normal,
527,0.000000e+000,4.718162e-001,-6.524543e+000,2020-06-23T17:02:38.503000,Normal,
528,0.000000e+000,4.718071e-001,-6.524711e+000,2020-06-23T17:02:38.554000,Normal,
529,0.000000e+000,4.718071e-001,-6.524711e+000,2020-06-23T17:02:38.604000,Normal,
530,0.000000e+000,4.808154e-001,-6.360433e+000,2020-06-23T17:02:38.654000,Normal,
531,0.000000e+000,4.808154e-001,-6.360433e+000,2020-06-23T17:02:38.704000,Normal,
532,0.000000e+000,4.882257e-001,-6.227587e+000,2020-06-23T17:02:38.753000,Normal,
533,0.000000e+000,4.882257e-001,-6.227587e+000,2020-06-23T17:02:38.804000,Normal,
534,0.000000e+000,4.888563e-001,-6.216375e+000,2020-06-23T17:02:38.853000,Normal,
535,0.000000e+000,4.888563e-001,-6.216375e+000,2020-06-23T17:02:38.904000,Normal,
536,0.000000e+000,4.854399e-001,-6.277291e+000,2020-06-23T17:02:38.953000,Normal,
537,0.000000e+000,4.854399e-001,-6.277291e+000,2020-06-23T17:02:39.004000,Normal,
538,0.000000e+000,4.814154e-001,-6.349601e+000,2020-06-23T17:02:39.054000,Normal,
539,0.000000e+000,4.814154e-001,-6.349601e+000,2020-06-23T17:02:39.104000,Normal,
540,0.000000e+000,4.770619e-001,-6.428504e+000,2020-06-23T17:02:39.154000,Normal,
541,0.000000e+000,4.770619e-001,-6.428504e+000,2020-06-23T17:02:39.204000,Normal,
542,0.000000e+000,4.747923e-001,-6.469927e+000,2020-06-23T17:02:39.254000,Normal,
543,0.000000e+000,4.747923e-001,-6.469927e+000,2020-06-23T17:02:39.304000,Normal,
544,0.000000e+000,4.786099e-001,-6.400366e+000,2020-06-23T17:02:39.354000,Normal,
545,0.000000e+000,4.786099e-001,-6.400366e+000,2020-06-23T17:02:39.404000,Normal,
546,0.000000e+000,4.882644e-001,-6.226899e+000,2020-06-23T17:02:39.454000,Normal,
547,0.000000e+000,4.882644e-001,-6.226899e+000,2020-06-23T17:02:39.504000,Normal,
548,0.000000e+000,4.976708e-001,-6.061157e+000,2020-06-23T17:02:39.554000,Normal,
549,0.000000e+000,4.976708e-001,-6.061157e+000,2020-06-23T17:02:39.604000,Normal,
550,0.000000e+000,4.989534e-001,-6.038801e+000,2020-06-23T17:02:39.654000,Normal,
551,0.000000e+000,4.989534e-001,-6.038801e+000,2020-06-23T17:02:39.704000,Normal,
552,0.000000e+000,4.903423e-001,-6.190013e+000,2020-06-23T17:02:39.754000,Normal,
553,0.000000e+000,4.903423e-001,-6.190013e+000,2020-06-23T17:02:39.804000,Normal,
554,0.000000e+000,4.806341e-001,-6.363709e+000,2020-06-23T17:02:39.854000,Normal,
555,0.000000e+000,4.806341e-001,-6.363709e+000,2020-06-23T17:02:39.904000,Normal,
556,0.000000e+000,4.791791e-001,-6.390044e+000,2020-06-23T17:02:39.954000,Normal,
557,0.000000e+000,4.791791e-001,-6.390044e+000,2020-06-23T17:02:40.003000,Normal,
558,0.000000e+000,4.834112e-001,-6.313666e+000,2020-06-23T17:02:40.053000,Normal,
559,0.000000e+000,4.834112e-001,-6.313666e+000,2020-06-23T17:02:40.104000,Normal,
560,0.000000e+000,4.865515e-001,-6.257424e+000,2020-06-23T17:02:40.153000,Normal,
561,0.000000e+000,4.865515e-001,-6.257424e+000,2020-06-23T17:02:40.204000,Normal,
562,0.000000e+000,4.853693e-001,-6.278554e+000,2020-06-23T17:02:40.253000,Normal,
563,0.000000e+000,4.853693e-001,-6.278554e+000,2020-06-23T17:02:40.304000,Normal,
564,0.000000e+000,4.819396e-001,-6.340148e+000,2020-06-23T17:02:40.353000,Normal,
565,0.000000e+000,4.819396e-001,-6.340148e+000,2020-06-23T17:02:40.403000,Normal,
566,0.000000e+000,4.796038e-001,-6.382347e+000,2020-06-23T17:02:40.454000,Normal,
567,0.000000e+000,4.796038e-001,-6.382347e+000,2020-06-23T17:02:40.503000,Normal,
568,0.000000e+000,4.780814e-001,-6.409964e+000,2020-06-23T17:02:40.554000,Normal,
569,0.000000e+000,4.780814e-001,-6.409964e+000,2020-06-23T17:02:40.603000,Normal,
570,0.000000e+000,4.766116e-001,-6.436708e+000,2020-06-23T17:02:40.654000,Normal,
571,0.000000e+000,4.766116e-001,-6.436708e+000,2020-06-23T17:02:40.703000,Normal,
572,0.000000e+000,4.773989e-001,-6.422372e+000,2020-06-23T17:02:40.753000,Normal,
573,0.000000e+000,4.773989e-001,-6.422372e+000,2020-06-23T17:02:40.804000,Normal,
574,0.000000e+000,4.808944e-001,-6.359005e+000,2020-06-23T17:02:40.853000,Normal,
575,0.000000e+000,4.808944e-001,-6.359005e+000,2020-06-23T17:02:40.904000,Normal,
